text,target
condenser-sts,condStatus
RM-HUMID-MAX-SP,zoneHumidityMaxSp
wheel-RT-TMP,wheelReturnTemp
SUPPLY_STAT_LO_SP,dischargePressureLoSp
STM_P_INPUT,steamPressure
cond-byp-vlv-command,condBypassValve
UNOCC_SA_CLG_FLOW_SPT,dischargeFlowUnoccCoolSp
Zone-CO,zoneCO
dehumidifierrun,dehumidifierRuntime
TOTAL_KVARH,energyReactive
znCO2DangerLevel,zoneCO2Alarm
Phase2CurrentMax,currentPhaseBMax
CHILLERENABLESP,chillerEnableSp
SUPPLY_CFM_SPT,dischargeFlowSp
PM4_CONC_ZN,zonePM4
cwp-1-speed-sp,condPumpSpeedSp
dehumidEnable,dehumidifier
wheel_ret_fan_run_time,wheelReturnFanRuntime
econoOn,econEnable
DISCH_DPT_HI_SP,dischargeDewpointHiSp
chiller1-command,chillerEnable
oa_whl_fan_o,wheelOutsideFanSpeed
compressor_flt,compFault
ZN-PM2.5-MASS,zonePM25
HeatingCoilEnteringTemp,heatingCoilEnteringTemp
condbypassflowsp,condBypassFlowSp
zoneClgDeadbandSp,zoneTempCoolDb
supply_max_cool_sp,dischargeTempCoolMaxSp
highDewpointDischargeAlarm,dischargeDewpointHiAlarm
whl-RT-TMP,wheelReturnTemp
DRV_ALARM_MON,driveAlarm
TEMP_MEAN_SP_ZN,zoneTempAvgSp
DA_SMK_ALM,dischargeSmokeAlarm
ZONELIGHTLEVEL,zoneLightLevel
SPC_ACTIVE_HEAT_TEMP_SP,zoneHeatSp
SUPAIR_TEMP_LOW_SP,dischargeTempLoSp
bypass-valv-command,bypassValve
DAT_Cntrl_SP,dischargeTempSp
hi_temp_alarm,highLimitAlarm
DISCH_FAN_OUTPUT_FREQ,dischargeFanFrequency
OA_TMP,outsideTemp
ZONEHUM-MAX-SPT,zoneHumidityMaxSp
CHWP_ENABLE_CMD,evapPumpEnable
cwp01SpeedFeedback,condPumpSpeedFb
SUPP_STAT_PRES,dischargePressure
DAIR_CO2_SENSOR,dischargeCO2
HTG-PMP-CMD,heatingCoilPump
freeze_protection_status,freezeProtect
DEH-STS,dehumidifierStatus
comp_forcestart,compOvr
OA-T-NOREAD,outsideTempFault
NO_DANGER_ALM,zoneNOAlarm
WHLOUTRETHUM,wheelReturnHumidity
RM-PM25,zonePM25
condenser-water-pump-ovr,condPumpOvr
dis_fan_output_sp,dischargeFanSpeedSp
DA_TEMP_HEAT_LO_SP,dischargeTempHeatMinSp
SteamPress,steamPressure
dischargeFanOutputFb,dischargeFanSpeedFb
cond1_byp_flow,condBypassFlow
BLR2_PMP_FB,heatingCoilPumpStatus
cond-water-pump-fault,condPumpFault
zone_pwr_kw,zonePowerReal
WHEEL_STATUS,wheelStatus
RA_FLOW_SP_CFM,returnFlowSp
PHC.curr.max,currentPhaseCMax
zone_press_min_setpoint,zonePressureMinSp
dis_airflow_status,dischargeFlowStatus
RM-T-SP-OVR,zoneTempSpOvr
zone_clg_temp_db,zoneTempCoolDb
WheelOutsideTempSensor,wheelOutsideTemp
KILOJOULE_CONSUMPTION,energy
cond-pmp-enable,condPumpEnable
LEAK-ALM,waterLeakAlarm
GAS_PRESS_WARNING_LOW,gasPressureLoAlarm
DIS_TEMP_MIN_SP,dischargeTempMinSp
STBY_CLG_TEMP,standbyCoolSp
CHWP_PHYSICAL_STATUS,evapPumpStatus
chiller_rt_tmp,evapEnteringTemp
zn-temp-heat-db,zoneTempHeatDb
wheelReturnFanSts,wheelReturnFanStatus
VFD2_ALARM,driveAlarm
ZN-VOC-LO-ALM-STAT,zoneVOCLoAlarm
ZNT-MIN-SP,zoneTempMinSP
sup_air_fan_cur,dischargeFanCurrent
supply_air_smoke_damper_fb,dischargeSmokeDamperFb
UNOCC_CLG_STPT,unoccupiedCoolSp
exhaust-damper-override,exhaustDamperOvr
ZN_PRS,zonePressure
economizerStat,econStatus
cwp01Rt,condPumpRuntime
dehumid-alrm,dehumidifierAlarm
O2_CONCENTRATION_SPACE,zoneO2
WHL_RET_FAN_STAT,wheelReturnFanStatus
RM-NOISE-MEAS,zoneNoiseLevel
CHWP_START_COMMAND,evapPumpEnable
CHWP-CMD,evapPumpEnable
LUX_MIN_SETPOINT,zoneLightLevelMinSp
RETURNFAN_ENA_STATUS,returnFanStatus
humidifier_enable,humidifierEnable
HumidifierCmd,humidifier
wheelOAFSpd,wheelOutsideFanSpeed
boil_status,boilerStatus
RM_NO_MIN_SETPT,zoneNOMinSp
FAN_FAULT_DISCH,dischargeFanFault
SAIR_SMOKE_DAMPER_FB,dischargeSmokeDamperFb
Ch2Cmd,chillerEnable
SPC-ILLUM-MIN-SP,zoneLightLevelMinSp
cw-pump-1-enable,condPumpEnable
comp_warning,compWarning
bp-vlv,bypassValve
cwPumpSpeedCommand,condPumpSpeed
EXHAUST_ENABLE,exhaustFanEnable
DIS_DAMPER_POS,dischargeDamper
DA_FAN_MOTOR_TEMP,dischargeFanMotorTemp
OA-HUMID-IN,outsideHumidity
Unocc_Htg_Sp,unoccupiedHeatSp
OA_HUM_PERCENT,outsideHumidity
ZN_O2_LEVEL,zoneO2
Space_CO2_High_SP,zoneCO2HiSp
OccupiedCoolSetpt,occupiedCoolSp
TEMP-LO-ALM-ZN,zoneTempLoAlarm
WHL-OA-FAN-O,wheelOutsideFanSpeed
OAT_AVG,outsideTempAvg
comp-override,compOvr
SPACE_STATUS,zoneStatus
occupiedHtgSetPtLocal,occupiedHeatSpLocal
RM_N2_ALARM_STATE,zoneN2Alarm
SUP_STATIC,dischargePressure
OA_MIN_AIRFLOW,minOutsideFlow
chw_ret_flow,evapEnteringFlow
condenser-pmp-alarm,condPumpAlarm
RET-CFM_FEEDBACK,returnFlow
CW_SUPPLY_FLOW_SENSOR,condWaterLeavingFlow
supplyTempHighAlarm,dischargeTempHiAlarm
Cond1Alm,condAlarm
DAIR_DAMPER,dischargeDamper
DISCHARGE_DEW_HI_ALARM,dischargeDewpointHiAlarm
wheelReturnFanO,wheelReturnFanSpeed
DA_TEMP_SP_LIMIT,dischargeTempMaxSp
ZN-NOISE,zoneNoiseLevel
ZONE_LIGHT_LEVEL,zoneLightLevel
zone-voc-max-setpoint,zoneVOCMaxSp
ZONE_LIGHT_MIN_SP_VAL,zoneLightLevelMinSp
DA_FAN_HZ,dischargeFanFrequency
airHandlerStatus,unitStatus
UNOCC-CLG-FLO-SP,dischargeFlowUnoccCoolSp
SpaceO3Sensor,zoneO3
SA_TEMP_HI_SETPOINT,dischargeTempHiSp
dehum_setpoint_cmd,dehumidEnableSp
BLR-HTG-PMP,heatingCoilPump
cwp_1-speed-setpoint,condPumpSpeedSp
FILTER_CLOGGED_ALARM,unitFilterAlarm
dis_air_dpt_spt,dischargeDewpointSp
COND1_COMMAND,cond
RETURN_AIR_FAN_ALM,returnFanAlarm
cwp1-speed-override,condPumpSpeedOvr
dehum_flt,dehumidifierFault
ZN_LIGHT_MAX_SP_DATA,zoneLightLevelMaxSp
SPC_LPG_ALARM,zoneLPGAlarm
chlr_error,chillerFault
UNIT_MIXED_AIR_TEMP,mixedTemp
CHILLER2_FLT,chillerFault
cw_pump_enable,condPumpEnable
ZN_VOC_LOW_ALM,zoneVOCLoAlarm
EFAN_ALERT,exhaustFanAlarm
zone-so2-level-alarm,zoneSO2LevelAlarm
EnableEconomizer,econEnable
SUP-FAN-STS,dischargeFanStatus
supplySmokeDmprPosition,dischargeSmokeDamperFb
ReturnCo2Concentration,returnCO2
BLR_ON,boilerEnable
CMP,comp
ECONOMIZER_INACTIVE_SP,econDisableSp
buildingPresSp,buildingPressureSp
ZNE-TEMP-LO-SPT,zoneTempLoSp
PRESS_DB_SP_ZN,zonePressureDb
SA-T-HI-ALM,dischargeTempHiAlarm
emergencyStopSwitch,emergencyStop
SUPPLY_CO2_SENSOR,dischargeCO2
min-outdoor-damper-override,minOutsideDamperOvr
OA_TEMP_SENSOR_FAULT,outsideTempFault
cdk_dis_pr_sensor,coldDeckDischargePressure
HTG_SP_STANDBY,standbyHeatSp
wheel-ret-ra-flow,wheelReturnFlow
RA-FAN-FEEDBACK,returnFanStatus
supply_air_alarm_smoke,dischargeSmokeAlarm
Return-Air-Temp,returnTemp
RA-FAN-STATUS-IN,returnFanStatus
AirPressure,airPressure
SA-RH-MON,dischargeHumidity
DAIR_HUM,dischargeHumidity
ZoneVOCMaxSpt,zoneVOCMaxSp
occupied_mode,occupancyMode
condWtrRetFlw,condEnteringFlow
SUP_FAN_SPD_FB,dischargeFanSpeedFb
dehum-percentage,dehumidDemand
DA_STBY_CLG_FLOW_LIMIT,dischargeFlowStandbyCoolSp
whl_ret_enth,wheelReturnEnthalpy
dischargeAirTempFault,dischargeTempFault
DISCH_FAN_C,dischargeFanEnable
min_oa_flo,minOutsideFlow
CHWP_PROT_STATUS,evapPumpAlarm
DA_DEHUM_CMD_SP,dischargeDehumidSp
dehumidifier-en,dehumidEnable
returnTempSetpoint,returnTempSp
currentPhaseAMAX,currentPhaseAMax
STM-P,steamPressure
chw_sup_temp,evapLeavingTemp
HeatingSetpointOccLocal,occupiedHeatSpLocal
Wheel-Status,wheelStatus
currentPhaseB,currentPhaseB
WHEEL_OUTSIDE_FAN_STATUS,wheelOutsideFanStatus
DPT_ENABLE_ECONOMIZER_SP,econEnableDewpointSp
BLR-SUPPLY-TEMP,heatingCoilLeavingTemp
BLR_FAULT,boilerFault
RETURNAIR-FAN-STS,returnFanStatus
cwp_enable,condPumpEnable
DRIVE_MOTOR_TEMP_SAF,dischargeFanMotorTemp
oa_damper_fb_min,minOutsideDamperFb
zonevoc,zoneVOC
occupancy_mode_ovr,occupancyModeOvr
RA-FLOW-VALUE,returnFlow
dis_air_temp_hi_sp,dischargeTempHiSp
COOLING_STATUS_FB,coolingStatus
CHILLWTR_STATUS,coolingStatus
AMP_SIGNAL,current
SA_DMPR_SIGNAL,dischargeDamper
RM-PM1-CONC,zonePM1
CMD_BLR_ENABLE,boilerEnable
FAN_INVERTER_ALARM_SA,dischargeFanDriveAlarm
OA_WHL_FAN_RT,wheelOutsideFanRuntime
CHWP-FEEDBACK,evapPumpStatus
SA_TEMP_CLG_MAX_SP,dischargeTempCoolMaxSp
byp_vlv_cmd,bypassValve
roomSpTrim,zoneTempSpOffset
exhaustDamperFb,exhaustDamperFb
MXDAIRDAMPR,mixedDamper
SPC-NO-VALUE,zoneNO
phaseA-current,currentPhaseA
SPC_PM10_LEVEL,zonePM10
DISCH_AIR_CO2,dischargeCO2
KVAH_COUNTER,energyApparent
STM-VLV-ACT,steamValve
SA_HUMD_SP,dischargeHumiditySp
RET_HUM_SIGNAL,returnHumidity
CondWtrLvTmp,condLeavingTemp
OAD,outsideDamper
LINE_CURRENT,current
zoneCO_2,zoneCO2
occup-mode,occupancyMode
DISCH-ISO-DMPR,dischargeIsoDamper
znc_o2,zoneCO2
cond-water-pump-runtime,condPumpRuntime
FLT_DET_ALM,unitFilterAlarm
CondenserEnteringTemp,condEnteringTemp
zone_energy,zoneEnergy
SPACE_LO_TEMP_SPT,zoneTempLoSp
DehumidAlarm,dehumidifierAlarm
cmp1_alarm,compAlarm
compressor_fault,compFault
dehumidifier_en_cmd,dehumidEnable
RETURN-AIR-TEMP-SP,returnTempSp
dehum-alarm,dehumidifierAlarm
DISCH_DEWPOINT_LO_SP,dischargeDewpointLoSp
CHWP_MONITOR_ALARM,evapPumpAlarm
SUPPLY_VOL_FLW,dischargeFlow
exh_dmpr_feedback,exhaustDamperFb
occ_mode_ovrd,occupancyModeOvr
SPC_HTG_SPT,zoneHeatSp
SA-PRESS-LOW-SP,dischargePressureLoSp
ZH,zoneHumidity
FLT_REPLACE_ALARM,unitFilterAlarm
zone-voc-hi-sp,zoneVOCHiSp
SUPPLY_TEMP_UNDERSETPOINT,dischargeTempLoSp
wheel_return_flow,wheelReturnFlow
zone.temp.hi.alarm,zoneTempHiAlarm
CW_SUP_LPM,condWaterLeavingFlow
SPC-O3-VALUE,zoneO3
condenser_byp_vlv_cmd,condBypassValve
lowTempAlm,lowLimitAlarm
SpaceCO2HiSetpoint,zoneCO2HiSp
OAT_LOW_LIMIT,outsideTempLoSp
hi_alarm_discharge_dpt,dischargeDewpointHiAlarm
SA-FAN-AMPDRAW,dischargeFanCurrent
CURRENT,current
ECON_ACTIVATE_ON_ENTH,econEnableEnthalpySp
LO_TEMP_ZN_SP,zoneTempLoSp
ZNE_COOL_SPT,zoneCoolSp
DA_UNOCC_CLG_FLOW_SP,dischargeFlowUnoccCoolSp
ZN-N2-ALM,zoneN2Alarm
compressor_en,compEnable
ZN_HEATING_SETPT_ACTIVE,zoneHeatSp
N2_RM_ALARM_SNSR,zoneN2Alarm
CARBONMONOXIDEZONE,zoneCO
OUTSIDEAIRTEMP,outsideTemp
zone.voc.hi.sp,zoneVOCHiSp
SPC_LO_TEMP_SP,zoneTempLoSp
TEMP_SP_COOL_SB,standbyCoolSp
STM_VLV_SIGNAL,steamValve
CHWR_CIRCUIT_FLOW,evapEnteringFlow
ZNLPGAlarmStatus,zoneLPGAlarm
zone_air_pm25,zonePM25
DHUMFLTFAULT,dehumidifierFault
chiller1Status,chillerStatus
wheel-oa-temp-sensor,wheelOutsideTemp
ER_MODE,energyRecoveryMode
DISCH_FAN_COMMAND,dischargeFanEnable
cond-pmp-cmd,condPump
S_FAN_FLT,dischargeFanFault
blr02-fault,boilerFault
supply_fan_manual,dischargeFanHandMode
SUP_FAN_VFD_ALM,dischargeFanDriveAlarm
SPC-TEMP-SETPOINT,zoneTempSp
DehumidValue,dehumidDemand
low_limit_alrt,lowLimitAlarm
MAXSA_TEMP_SETPOINT,dischargeTempMaxSp
exhaust-dmpr-control,exhaustDamper
VFD_OUTPUT_SP_DISCH_FAN,dischargeFanSpeedSp
DISCH_SMK_DMPR_FB,dischargeSmokeDamperFb
ZN_PRESS_LOW_ALERT,zonePressureLoAlarm
LIGHTING_ENERGY,energy
wheel-return-enthalpy,wheelReturnEnthalpy
DISCH-TEMP,dischargeTemp
supplyAirFanControl,dischargeFanEnable
HEAT_STATUS,heatingStatus
ZNTM-SPT,zoneTempMinSP
PHA_CUR,currentPhaseA
ZN_PM40_LEVEL,zonePM4
chiller-ena,chillerEnable
vocLevelAlarm,zoneVOCLevelAlarm
SUPPLY-ENTH,dischargeEnthalpy
ZONE-HEAT-SP,zoneHeatSp
ZONE-VOC-MAX-SETPOINT,zoneVOCMaxSp
cwp_01_ovr,condPumpOvr
exhaust_position,exhaustDamperFb
saf_enable,dischargeFanEnable
ELEC_APPARENT_ENERGY,energyApparent
SUPPLY_FAN_START,dischargeFanEnable
STEAM_PRESS_PSI,steamPressure
MANUAL_BYPASS_SAF,dischargeFanBypass
zn_temp_db_limit,zoneTempDb
DIS_DPR_OUT,dischargeDamper
Zone_Dew_Pt,zoneDewpoint
WheelFanSpeed_OA,wheelOutsideFanSpeed
wheel-outside-temp-sensor,wheelOutsideTemp
occ_htg_spt,occupiedHeatSp
wheel_ret_fan_run_tm,wheelReturnFanRuntime
WHL_OAF_SPD,wheelOutsideFanSpeed
occupied_cooling_sp_local,occupiedCoolSpLocal
WheelReturnTemp,wheelReturnTemp
bypass_dmpr_pos,bypassDamperFb
UNOCCCLGSPFLOW,dischargeFlowUnoccCoolSp
GAS-FLOW-LALM,gasFlowLoAlarm
ZN-O3-VALUE,zoneO3
UNOCC_CLG_SETPT,unoccupiedCoolSp
ZN-PM1-MEAS,zonePM1
OA-T-HI-SP,outsideTempHiSp
coldDeckDmpr,coldDeckDamper
exhOvrCmd,exhaustDamperOvr
SPACEPRESSURE,zonePressure
RETURNFANHZ,returnFanSpeed
bypass_sw_cmd,bypassSwitch
MIN_CLG_DISCH_FLOW,dischargeFlowCoolMinSp
Return-Temp-Sp,returnTempSp
BypassDamper,bypassDamper
ZN_PRESS_HIGH_ALERT,zonePressureHiAlarm
ex_damper_cmd,exhaustDamper
occupied-heating-spt,occupiedHeatSp
chlr-alarm,chillerAlarm
NO-RM-ALM,zoneNOAlarm
byp-valv-feedback,bypassValveFb
DC_PUMP_CUR,currentDC
Space_Heat_Db,zoneTempHeatDb
DISCHARGE_FAN_OUTPUT,dischargeFanSpeed
bypassdmpr,bypassDamper
SPACE_TEMP_AVG,zoneTempAvg
S-FAN-ALM,dischargeFanAlarm
O3_ZN,zoneO3
htg_valve_feedback,heatingValveFb
lo-temp-alm,lowLimitAlarm
SPC_LPG_ALARM_STATE,zoneLPGAlarm
SAF_DRIVE_MOTOR_TEMP,dischargeFanMotorTemp
DEHMD-DEMAND,dehumidDemand
DEHUMRUN,dehumidifierRuntime
exhDamperOverride,exhaustDamperOvr
EVAPCHWPUMP_COMMAND,evapPumpEnable
RM_NO2_DATA,zoneNO2
ZONE_NO_MAX_SP_ACT,zoneNOMaxSp
SA_TEMP_HEAT_MIN_LMT,dischargeTempHeatMinSp
dehumid_flt_fault,dehumidifierFault
CondWtrRetFlow,condEnteringFlow
emergency-shutdown-state,emergencyShutdown
MXDAIRCTRL,mixedDamper
spc-humidity,zoneHumidity
SUP_DPT_HI_SETPOINT,dischargeDewpointHiSp
gasPressureLoAlarm,gasPressureLoAlarm
ZonePM10Concentration,zonePM10
COND_PUMP_FAULT,condPumpFault
cd_dis_humidity,coldDeckDischargeHumidity
wheel-of-flow,wheelOutsideFlow
econo_en,econEnable
ZN_TEMP_SETPOINT,zoneTempSp
SA-FAN-CUR,dischargeFanCurrent
smoke_detect_alarm_discharge,dischargeSmokeAlarm
whl-Stat,wheelStatus
cnd_byp_temp,condBypassTemp
CHW_CIRC_ALARM,evapPumpAlarm
actual-air-volume,dischargeFlow
humidifier_enable_signal,humidifierEnable
CHW_RTMP,evapEnteringTemp
dis_air_dehum_spt,dischargeDehumidSp
spc_temp_max_setpoint,zoneTempMaxSP
DISCHARGE_DEWPOINT_HI_ALARM,dischargeDewpointHiAlarm
DISCH_DEWPOINT,dischargeDewpoint
Occupied_Clg_Spt,occupiedCoolSp
EXHAUSTFAN_ALARM_ACTIVE,exhaustFanAlarm
EffZoneSetpt,zoneTempSp
MTRD_KWH,energy
ZoneTemperatureHighSetpoint,zoneTempHiSp
bypass-valve,bypassValve
dischargeAirHeatMinSetpoint,dischargeTempHeatMinSp
cnd_bypass_valve_fb,condBypassValveFb
GFLOW_SAFETY_LIMIT_LOW,gasFlowLoAlarm
DISCH_DPT_HI,dischargeDewpointHiAlarm
compressor_sts,compStatus
ECON_STS,econStatus
whl_ret_fan_sts,wheelReturnFanStatus
oa_min_dmpr_fb,minOutsideDamperFb
OA_LO_SP,outsideTempLoSp
zoneHumidity_Max_SetPoint,zoneHumidityMaxSp
DA_TEMP_HEAT_HI_SP,dischargeTempHeatMaxSp
ZoneDP,zoneDewpoint
ZN_P_SP,zonePressureSp
occupied_cooling_setpoint_local,occupiedCoolSpLocal
frost_point_sp,freezeProtectSp
CW_OUTLET_SENSOR,condWaterLeavingFlow
chiller2-fault,chillerFault
zone_t_sp_lcl,zoneTempSpLocal
condenser_pump_speed_override,condPumpSpeedOvr
dischargeIsoDmpr,dischargeIsoDamper
SUP-FAN-ALM-RST,dischargeFanAlarmReset
PM1_CONCENTRATION_ROOM,zonePM1
ZN-PM1,zonePM1
cd_disch_air_flow,coldDeckDischargeFlow
MAXDATEMP_SETPT,dischargeTempMaxSp
spc-temp-max-sp,zoneTempMaxSP
ZN-PRESS-LO-SETPOINT,zonePressureLoSp
ZONE_CO2_ALARM,zoneCO2Alarm
exhaust_dmpr_sts,exhaustDamperFb
SA-STATIC-PRS,dischargePressure
O2_SPC_SENSOR,zoneO2
supplyFanSpeedFb,dischargeFanSpeedFb
RECOVERY_MECH_MODE,energyRecoveryMode
condenser_bypass_valve_fb,condBypassValveFb
SPC_N2_ALARM,zoneN2Alarm
whl-outside-flow,wheelOutsideFlow
cond1_byp_flow_sp,condBypassFlowSp
zone_temp_delta_sp,zoneTempDelta
ZONE-TEMP-VALUE,zoneTemp
DISCHARGE_FAN_MTR_TEMP,dischargeFanMotorTemp
dehum_dmd,dehumidDemand
chw_valv,coolingValve
BYPASS_DAMPER,bypassDamper
SpaceVOCHighAlarm,zoneVOCHiAlarm
zoneTempMaxSPT,zoneTempMaxSP
wheelRPM,wheelSpeed
curpha,currentPhaseA
DamperCommand,dischargeDamper
ZN_T_SENSOR,zoneTemp
EXHAUST-AIR-FAN,exhaustFanEnable
TEMP_MIN_ALARM_ZN,zoneTempLoAlarm
Space-Temp-Avg-Setpoint,zoneTempAvgSp
ZONE-PRESSURE-SP,zonePressureSp
SUPPLY_DEW_HI_SPT,dischargeDewpointHiSp
OA-DMPR,outsideDamper
cmpControl,comp
CO2_DA,dischargeCO2
ACCUM_APP_KVAH,energyApparent
WO-FAN-STS,wheelOutsideFanStatus
DA_TEMP_SP_LIMIT_LOWER,dischargeTempMinSp
chiller-enable-SP,chillerEnableSp
ZN_T_SETPT_OVR,zoneTempSpOvr
chw_rt_tmp,evapEnteringTemp
minimum_outdoor_air_dmpr_sp,minOutsideDamperMinSp
SA_DEHUMID_SETPOINT,dischargeDehumidSp
STM_PRESS_PSI,steamPressure
zone-temp-cool-db,zoneTempCoolDb
supplyAirRHSetpoint,dischargeHumiditySp
Room-Temp-Fault,zoneTempFault
supply_dewpoint_alarm_hi,dischargeDewpointHiAlarm
BLR_ENABLE_SIGNAL,boilerEnable
cmp-pre-alarm,compWarning
CLG_SP_SBY_MODE,standbyCoolSp
CWS-FEED-FLOW,condWaterLeavingFlow
bypass-damper-fb,bypassDamperFb
SUPPLY_TEMP_FAIL,dischargeTempFault
OA_HUMID,outsideHumidity
dis_fan_fault_code,dischargeFanFaultCode
cmp-error,compAlarm
PM2.5-SPC-SNS,zonePM25
OccupiedHeatingSetpointOffset,occupiedHeatSpOffset
RM_LUX_MAX_SETPOINT,zoneLightLevelMaxSp
UNOCC-SP-CLG,unoccupiedCoolSp
disFanStatus,dischargeFanStatus
supplyAirStaticPressureLoSp,dischargePressureLoSp
condBypassVlvFb,condBypassValveFb
DischargeTempSetpoint,dischargeTempSp
occupancy_override_manual,occupancyModeOvr
min_oad_ovr,minOutsideDamperOvr
cwp1-speed-ovr,condPumpSpeedOvr
humidifier-en-cmd,humidifierEnable
condenser1_command,cond
STBY_HTG_FLOW_SP,dischargeFlowStandbyHeatSp
PhaseCCurrentMax,currentPhaseCMax
RETURNTEMPSETPOINT,returnTempSp
DISCHARGE_FAN_MANUAL,dischargeFanHandMode
OA_MINIMUM_SETPOINT,minOutsideFlowSp
SpaceLocalSP,zoneTempSpLocal
BLR_PMP_RN_FB,heatingCoilPumpStatus
Zone-Pressure,zonePressure
WHL_RT_TMP,wheelReturnTemp
condenser-water-pump-speed-fb,condPumpSpeedFb
LEAK_INPUT_ALARM,waterLeakAlarm
DC_CURRENT_SIGNAL,currentDC
chilledWaterVlvFb,coolingValveFb
O2_RM_PERCENT,zoneO2
ZN_CO2_LEVEL_ALERT,zoneCO2Alarm
MAX_SUPPLY_TEMP_POINT,dischargeTempMaxSp
Room-Press-Lo-Setpoint,zonePressureLoSp
cwp01-speed-spt,condPumpSpeedSp
cwp01-speed-command,condPumpSpeed
OA_TEMP_FILT_AVG,outsideTempAvg
SUPPLY_DPT_ALM_HI,dischargeDewpointHiAlarm
dehum_en_spt,dehumidEnableSp
OA_H_ENTH_ENA_SPT,econEnableEnthalpySp
MINCFM_COOL_SP,dischargeFlowCoolMinSp
ZN_VOC_HIGH_ALM,zoneVOCHiAlarm
z-co2,zoneCO2
outdoorDamper,outsideDamper
SUPPLYFAN_ENERGY,dischargeFanEnergy
EXH_DAMPER_POS,exhaustDamperFb
sa_temp_dehum_ctrl_sp,dischargeTempDehumidSp
wheel_rf_enthalpy,wheelReturnEnthalpy
SPC-NOISE,zoneNoiseLevel
DISCHARGE_DPT_CONTROL_SP,dischargeDewpointSp
DA_HEAT_LO_SP,dischargeTempHeatMinSp
DISCH_DPT_HI_LIM,dischargeDewpointHiSp
MIXD_INLET_TEMP,mixedTemp
heatingValveStatus,heatingValveFb
ROOM_HI_TEMP_SP,zoneTempHiSp
BLR1-CMD,boilerEnable
SA_LOW_LIMIT_STATIC_SP,dischargePressureLoSp
EVAP_BYP_GPM,evapBypassFlow
wheelRunTm,wheelRuntime
wheel_ret_f_spd,wheelReturnFanSpeed
RM-TEMP-AVERAGE-SETPOINT,zoneTempAvgSp
whl_rt_out_fan,wheelOutsideFanRuntime
da_air_humidity,dischargeHumidity
EVAP_BYP_TEMP_SENSOR,evapBypassTemp
BCurrent,currentPhaseB
HUM_ROOM_RH_MIN_SP,zoneHumidityMinSp
SA_STAT_PRESS_LIMIT,dischargePressureHiSp
HTG_TEMP_STBY_SP,standbyHeatSp
zoneTempLoAlarm,zoneTempLoAlarm
Bypass-Valve,bypassValve
MAX_HEATING_AIRFLOW_SP,dischargeFlowHeatMaxSp
HW-T-OUT,heatingCoilLeavingTemp
occ_mode_override,occupancyModeOvr
SpacePM4Level,zonePM4
ret_a_fan_cmd,returnFanEnable
SA_SMK_DMPR_POS_FB,dischargeSmokeDamperFb
htg_stby_airflow_limit,dischargeFlowStandbyHeatSp
humidifier-cmd-sp,humidifierEnableSp
WheelReturnFanSts,wheelReturnFanStatus
clg_setpoint_occ,occupiedCoolSp
dehumidEnCmd,dehumidEnable
occupied-cooling-spt,occupiedCoolSp
DISCH_TMP_TARGET,dischargeTempSp
SAF_VFD_SPEED_SP,dischargeFanSpeedSp
dehumidification-enable-override,dehumidEnableOvr
EXHAUSTFAN_ON,exhaustFanEnable
RETURN-RH-READING,returnHumidity
comp-manual,compOvr
VOCSP,zoneVOCSp
chlrStatus,chillerStatus
ZN-LUX-MAX-MEAS-SP,zoneLightLevelMaxSp
ZN-ACTIVE-PWR,zonePowerReal
bypassdampercmd,bypassDamper
dehumid-enable-override,dehumidEnableOvr
clg-enable-sp,coolingEnableSp
ZN.PURGE,zonePurge
evap_leav_temp,evapLeavingTemp
ECONOMIZER_LOCKOUT_SP,econDisableSp
SA_HEAT_MAX_TEMP,dischargeTempHeatMaxSp
RM-PM10-CONC,zonePM10
Occupied_Heat_Sp_Loc,occupiedHeatSpLocal
OccupiedCoolSpOffset,occupiedCoolSpOffset
compressor-force,compOvr
cd_dis_pr_val,coldDeckDischargePressure
MinOADamperSp,minOutsideDamperMinSp
REACTIVE_KVAR_HRS,energyReactive
ZonePM2.5,zonePM25
wheelOAFanSpeed,wheelOutsideFanSpeed
DRIVE_ALM_DAFAN,dischargeFanDriveAlarm
DA-HUM,dischargeHumidity
wheel_RTime,wheelRuntime
supplyStatPressureHiLimit,dischargePressureHiSp
RtnTmp,returnTemp
DISCH_FAN_OPER_HRS,dischargeFanRuntime
S_AIR_DMPR,dischargeDamper
RetTmp,returnTemp
DISCHARGE_FLOW,dischargeFlow
ReturnTempReading,returnTemp
condenserPumpOvr,condPumpOvr
BoilerPmpAlarm,heatingCoilPumpAlarm
FAN_FLT_SA,dischargeFanFault
wheelOAFlow,wheelOutsideFlow
dhum-alrm,dehumidifierAlarm
BYPASS_GPM_MEASURED_EVAP,evapBypassFlow
STM-P-FEEDBACK,steamPressure
RetAirTmpSp,returnTempSp
SA-RH-S,dischargeHumiditySp
cond-alarm,condAlarm
cond_alm,condAlarm
occupied_clg_sp_loc,occupiedCoolSpLocal
zn.temp.sp.lcl,zoneTempSpLocal
SpacePM40Level,zonePM4
SpaceLightLevelMaxSetpoint,zoneLightLevelMaxSp
ECON_DIS_SETPOINT,econDisableSp
condStatusFb,condStatus
cmp_en,compEnable
EXFAN_SIG,exhaustFanEnable
RETURN_HUMIDITY_WHEEL,wheelReturnHumidity
DAF_RUN_HRS,dischargeFanRuntime
UNITFLTALM,unitFilterAlarm
RoomTemperature,zoneTemp
whl_ret_temp,wheelReturnTemp
