text,old_resolution,new_resolution,changed,n_labels,rows_at_stake,old_score,new_score,n_sites_old,n_sites_new,synth_gen_old,synth_gen_new,per_site_rows,val_gold,test_gold,decision
chw valve read,coolingValve,coolingValve,False,2,31,30.0,5.477,1,1,0/0,0/0,"{'coolingValve': {'N4-Integ01': 30}, 'waterValve': {'N4-Integ01': 1}}",,,
pht tmp,preHeatingCoilLeavingTemp,preHeatingCoilLeavingTemp,False,2,30,27.0,5.196,1,1,0/0,0/0,"{'preHeatingCoilDischargeTemp': {'N4-Integ04': 3}, 'preHeatingCoilLeavingTemp': {'N4-Integ04': 27}}",,,
speed cmd,returnFanSpeed,returnFanSpeed,False,2,29,17.0,4.123,1,1,0/0,0/0,"{'dischargeFanSpeed': {'N4-Integ02': 12}, 'returnFanSpeed': {'N4-Integ02': 17}}",,,
sf sts virt,dischargeFanStatus,dischargeFanStatus,False,2,29,20.0,4.472,1,1,0/0,0/0,"{'dischageFanStatus': {'N4-Integ04': 9}, 'dischargeFanStatus': {'N4-Integ04': 20}}",,,
sa sp,dischargeTempSp,dischargeTempSp,False,2,27,20.0,7.11,3,3,0/0,0/0,"{'dischargeTempSp': {'N4-Integ01': 1, 'N4-Integ02': 12, 'N4-Integ03': 7}, 'dischargePressure': {'N4-Integ04': 7}}",,,
current,secPumpCurrent,secPumpCurrent,False,6,26,12.0,3.464,1,1,0/0,0/0,"{'current': {}, 'condPumpCurrent': {'N4-Integ01': 4}, 'priPumpCurrent': {'N4-Integ01': 4}, 'twrFanCurrent': {'N4-Integ01': 3}, 'secPumpCurrent': {'N4-Integ02': 12}, 'compCurrent': {'N4-Integ04': 3}}",,,
oad o,outsideDamper,outsideDamper,False,2,26,25.0,5.899,2,2,0/0,0/0,"{'outsideDamper': {'N4-Integ02': 1, 'N4-Integ04': 24}, 'outsideDamperFb': {'N4-Integ03': 1}}",outsideDamper,,
rad o,returnDamper,returnDamper,False,2,26,25.0,5.899,2,2,0/0,0/0,"{'returnDamper': {'N4-Integ02': 1, 'N4-Integ04': 24}, 'returnDamperFb': {'N4-Integ03': 1}}",,,
avg space temp,zoneTempAvg,zoneTempAvg,False,2,25,19.0,5.873,2,2,0/0,0/0,"{'zoneTempAvg': {'N4-Integ01': 4, 'N4-Integ04': 15}, 'zoneTemp': {'N4-Integ02': 4, 'N4-Integ04': 2}}",,,
heat status,heatingEnable,heatingEnable,False,3,24,23.0,4.796,1,1,0/0,0/0,"{'heatingStatus': {}, 'heatingDemand': {'N4-Integ02': 1}, 'heatingEnable': {'N4-Integ02': 23}}",,,
crsovr dpr pos,bypassDamper,bypassDamper,False,2,24,22.0,4.69,1,1,0/0,0/0,"{'bypassDamper': {'N4-Integ01': 22}, 'dischargeIsoDamper': {'N4-Integ01': 2}}",,,
setpoint,zoneTempSp,zoneTempSp,False,3,24,16.0,4.0,1,1,0/0,0/0,"{'zoneTempSp': {'N4-Integ01': 16}, 'priLeavingTempSp': {'N4-Integ02': 6}, 'dischargeTempCoolSp': {'N4-Integ02': 2}}",priLeavingTempSp,,
fa bpy dpr,faceBypassDamper,faceBypassDamper,False,2,24,22.0,4.69,1,1,0/0,0/0,"{'faceBypassDamper': {'N4-Integ03': 22}, 'faceDamper': {'N4-Integ03': 2}}",,,
hxr stm vlv pos,DROPPED (tie),DROPPED (tie),False,2,24,,,,,,,"{'heatingValveOneThird': {'N4-Integ04': 12}, 'heatingValveTwoThird': {'N4-Integ04': 12}}",,,
ctl flow max,dischargeFlowMaxSp,dischargeFlowMaxSp,False,2,23,22.0,4.69,1,1,0/0,0/0,"{'dischargeFlowCoolMaxSp': {'N4-Integ01': 1}, 'dischargeFlowMaxSp': {'N4-Integ02': 22}}",,,
ctl flow min,dischargeFlowMinSp,dischargeFlowMinSp,False,2,23,22.0,4.69,1,1,0/0,0/0,"{'dischargeFlowCoolMinSp': {'N4-Integ01': 1}, 'dischargeFlowMinSp': {'N4-Integ02': 22}}",,,
rm rel hum,zoneHumidity,zoneHumidity,False,2,23,19.0,7.474,4,4,0/0,0/0,"{'zoneHumidity': {'N4-Integ01': 3, 'N4-Integ02': 1, 'N4-Integ03': 14, 'N4-Integ04': 1}, 'returnHumidity': {'N4-Integ03': 4}}",zoneHumidity,N4-Integ06:zoneHumidity,
ef s,exhaustFanStatus,exhaustFanStatus,False,2,23,21.0,5.472,2,2,0/0,0/0,"{'exhaustFanStatus': {'N4-Integ02': 1, 'N4-Integ04': 20}, 'exhaustFan': {'N4-Integ04': 2}}",exhaustFanStatus,,
pht,heatingCoilDischargeTemp,heatingCoilDischargeTemp,False,3,22,17.0,4.123,1,1,0/0,0/0,"{'heatingCoilDischargeTemp': {'N4-Integ01': 17}, 'preHeatingTemp': {'N4-Integ01': 1}, 'preHeatingCoilDischargeTemp': {'N4-Integ02': 4}}",,,
blr hws tmp,priLeavingTemp,priLeavingTemp,False,5,22,9.0,4.236,2,2,0/0,0/0,"{'priLeavingTemp': {'N4-Integ02': 4, 'N4-Integ04': 5}, 'priLeavingIsoValveFb': {'N4-Integ02': 1}, 'boiler': {'N4-Integ02': 1}, 'leavingTemp': {'N4-Integ02': 2, 'N4-Integ03': 3}, 'secLeavingTemp': {'N4-Integ04': 6}}",,N4-Integ06:priLeavingTemp,
ea tmp,exhaustTemp,exhaustTemp,False,2,22,21.0,6.123,2,2,0/0,0/0,"{'exhaustTemp': {'N4-Integ02': 17, 'N4-Integ03': 4}, 'wheelExhaustTemp': {'N4-Integ03': 1}}",,N4-Integ06:exhaustTemp,
chw pmp spd,secPumpSpeed,secPumpSpeed,False,4,21,15.0,6.631,3,3,0/0,0/0,"{'evapPumpSpeed': {'N4-Integ02': 2}, 'secPump': {'N4-Integ02': 2}, 'secPumpSpeed': {'N4-Integ02': 6, 'N4-Integ03': 3, 'N4-Integ04': 6}, 'secPumpSpeedFb': {'N4-Integ02': 2}}",priPumpSpeed,,
reheat mod,reHeatingValve,reHeatingValve,False,2,21,13.0,3.606,1,1,0/0,0/0,"{'reHeatingValve': {'N4-Integ02': 13}, 'heatingValve': {'N4-Integ03': 8}}",,,
cws tmp,condLeavingTemp,condLeavingTemp,False,4,20,10.0,4.0,1,1,1/0,1/0,"{'condLeavingTemp': {'N4-Integ02': 9}, 'condEnteringTemp': {'N4-Integ02': 5, 'N4-Integ04': 2}, 'twrLeavingTemp': {'N4-Integ02': 3}, 'priEnteringTemp': {'N4-Integ04': 1}}",condLeavingTemp,N4-Integ06:condLeavingTemp,
cc tmp,coolingCoilDischargeTemp,coolingCoilDischargeTemp,False,3,20,12.0,4.899,2,2,0/0,0/0,"{'coolingCoilDischargeTemp': {'N4-Integ02': 6, 'N4-Integ03': 6}, 'coolingCoilLeavingTemp': {'N4-Integ03': 1}, 'dischargeTemp': {'N4-Integ03': 7}}",coolingCoilDischargeTemp,,
ef spd,exhaustFanSpeed,exhaustFanSpeed,False,3,20,14.0,5.049,2,2,0/0,0/0,"{'exhaustFanSpeed': {'N4-Integ02': 11, 'N4-Integ03': 3}, 'exhaustFan': {'N4-Integ02': 3}, 'exhaustFanSpeedFb': {'N4-Integ02': 2, 'N4-Integ03': 1}}",exhaustFanSpeed,N4-Integ06:exhaustFanSpeed,
ph t,preHeatingCoilLeavingTemp,preHeatingCoilLeavingTemp,False,3,20,12.0,3.464,1,1,0/0,0/0,"{'preHeatingTemp': {'N4-Integ02': 3}, 'preHeatingCoilDischargeTemp': {'N4-Integ04': 5}, 'preHeatingCoilLeavingTemp': {'N4-Integ04': 12}}",,,
ra rel hum sp,returnHumiditySp,returnHumiditySp,False,2,20,13.0,3.606,1,1,0/0,0/0,"{'returnHumidSp': {'N4-Integ03': 7}, 'returnHumiditySp': {'N4-Integ03': 13}}",returnHumiditySp,,
econ sts,econStatus,econStatus,False,2,19,23.0,9.243,1,1,5/0,5/0,"{'econStatus': {'N4-Integ04': 18}, 'econEnable': {'N4-Integ03': 1}}",,,
minimum damper,outsideDamperMinSp,outsideDamperMinSp,False,2,19,18.0,4.243,1,1,0/0,0/0,"{'outsideDamperMinSp': {'N4-Integ01': 18}, 'returnDamperMinSp': {'N4-Integ01': 1}}",,,
power,DROPPED (tie),DROPPED (tie),False,5,19,,,,,,,"{'powerReal': {'N4-Integ01': 4}, 'condPumpPowerReal': {'N4-Integ01': 4}, 'priPumpPowerReal': {'N4-Integ01': 4}, 'secPumpPowerReal': {'N4-Integ01': 4}, 'twrFanPowerReal': {'N4-Integ01': 3}}",,,
run sts,chillerStatus,chillerStatus,False,5,19,8.0,2.828,1,1,0/0,0/0,"{'exhaustFanStatus': {'N4-Integ01': 1}, 'chillerStatus': {'N4-Integ02': 8}, 'condPumpStatus': {'N4-Integ02': 5}, 'evapPumpStatus': {'N4-Integ02': 1}, 'secPumpStatus': {'N4-Integ02': 4}}",,,
cooling output command,coolingValve,coolingValve,False,2,19,18.0,4.243,1,1,0/0,0/0,"{'coolingValve': {'N4-Integ03': 18}, 'coolingValveFb': {'N4-Integ03': 1}}",,,
htg req,zoneHeatingReq (override),zoneHeatingReq (override),False,2,18,,,,,,,"{'zoneHeatingDemand': {}, 'zoneHeatingReq': {'N4-Integ04': 18}}",,,
clg req,zoneCoolingReq (override),zoneCoolingReq (override),False,2,18,,,,,,,"{'zoneCoolingDemand': {}, 'zoneCoolingReq': {'N4-Integ04': 18}}",,,
ac set pt,dischargeTempSp,dischargeTempSp,False,2,18,17.0,4.123,1,1,0/0,0/0,"{'dischargeTempSp': {'N4-Integ01': 17}, 'zoneTempSp': {'N4-Integ01': 1}}",,,
hwp sts,secPumpStatus,secPumpStatus,False,4,18,10.0,4.449,2,2,0/0,0/0,"{'priPumpStatus': {'N4-Integ01': 5, 'N4-Integ03': 1}, 'heatingCoilPumpStatus': {'N4-Integ02': 1}, 'priPump': {'N4-Integ03': 1}, 'secPumpStatus': {'N4-Integ03': 6, 'N4-Integ04': 4}}",circPumpStatus,N4-Integ06:secPumpStatus,
hwp run status bi,pumpStatus,pumpStatus,False,2,18,14.0,3.742,1,1,0/0,0/0,"{'circPumpStatus': {'N4-Integ01': 4}, 'pumpStatus': {'N4-Integ01': 14}}",,,
minoacmd,minOutsideDamperFb,minOutsideDamperFb,False,2,18,14.0,3.742,1,1,0/0,0/0,"{'minOutsideDamper': {'N4-Integ01': 4}, 'minOutsideDamperFb': {'N4-Integ01': 14}}",,,
pump status,pumpStatus,pumpStatus,False,3,18,14.0,3.742,1,1,0/0,0/0,"{'secPumpStatus': {'N4-Integ01': 2}, 'pump': {'N4-Integ03': 2}, 'pumpStatus': {'N4-Integ03': 14}}",secPumpStatus,,
ut ahu cd tmp,coldDeckDischargeTemp,coldDeckDischargeTemp,False,2,18,17.0,4.123,1,1,0/0,0/0,"{'coldDeckDischargeTemp': {'N4-Integ01': 17}, 'coldDeckDischargeTempSp': {'N4-Integ01': 1}}",,,
ut ahu sf sts,dischargeFanStatus,dischargeFanStatus,False,2,18,17.0,4.123,1,1,0/0,0/0,"{'dischargeFanStatus': {'N4-Integ01': 17}, 'returnFanStatus': {'N4-Integ01': 1}}",,,
chw flw rat,evapLeavingFlow,evapLeavingFlow,False,2,18,16.0,4.0,1,1,0/0,0/0,"{'evapEnteringFlow': {'N4-Integ02': 2}, 'evapLeavingFlow': {'N4-Integ02': 16}}",,,
clg tmp sp,dischargeTempSp,dischargeTempSp,False,3,18,13.0,3.606,1,1,0/0,0/0,"{'coolSp': {'N4-Integ03': 4}, 'dischargeTempSp': {'N4-Integ03': 13}, 'dischargeTempCoolSp': {'N4-Integ04': 1}}",zoneTempSp,,
cwp sts,condPumpStatus,condPumpStatus,False,3,17,14.0,6.378,3,3,0/0,0/0,"{'condPumpStatus': {'N4-Integ01': 4, 'N4-Integ02': 3, 'N4-Integ03': 7}, 'evapPump': {'N4-Integ03': 1}, 'evapPumpStatus': {'N4-Integ03': 2}}",condPump,N4-Integ06:condPumpStatus,
hwp cmd,secPump,secPump,False,5,17,9.0,5.0,3,3,0/0,0/0,"{'priPump': {'N4-Integ01': 4, 'N4-Integ03': 1}, 'secPump': {'N4-Integ01': 1, 'N4-Integ03': 4, 'N4-Integ04': 4}, 'heatingCoilPump': {'N4-Integ02': 1}, 'circPump': {'N4-Integ03': 1}, 'priPumpStatus': {'N4-Integ03': 1}}",secPump,N4-Integ06:secPump,
sf run status bi,dischargeFanStatus,dischargeFanStatus,False,2,17,16.0,4.0,1,1,0/0,0/0,"{'dischargeFanStatus': {'N4-Integ01': 16}, 'dischargeFan': {'N4-Integ01': 1}}",,,
sf cmd sts,dischargeFan,dischargeFan,False,2,17,15.0,3.873,1,1,0/0,0/0,"{'dischargeFan': {'N4-Integ01': 15}, 'returnFan': {'N4-Integ01': 2}}",,,
cd temp,dischargeTemp,dischargeTemp,False,2,17,9.0,3.0,1,1,0/0,0/0,"{'dischargeTemp': {'N4-Integ02': 9}, 'coldDeckDischargeTemp': {'N4-Integ03': 8}}",,,
hw pmp spd,secPumpSpeed,secPumpSpeed,False,2,17,15.0,6.686,3,3,0/0,0/0,"{'secPumpSpeed': {'N4-Integ02': 5, 'N4-Integ03': 4, 'N4-Integ04': 6}, 'priPumpSpeed': {'N4-Integ03': 2}}",secPumpSpeed,,
chiller enable,chillerEnable,chillerEnable,False,2,16,19.0,16.236,2,2,13/0,13/0,"{'chillerEnable': {'N4-Integ02': 1, 'N4-Integ04': 5}, 'chiller': {'N4-Integ01': 3, 'N4-Integ02': 1, 'N4-Integ03': 1, 'N4-Integ04': 5}}",chillerEnable,N4-Integ06:chillerEnable,
hum sp,dischargeHumiditySp,dischargeHumiditySp,False,3,16,12.0,3.464,1,1,0/0,0/0,"{'zoneHumiditySp': {}, 'dischargeHumiditySp': {'N4-Integ04': 12}, 'humidifierEnableSp': {'N4-Integ04': 4}}",,N4-Integ06:returnHumiditySp,
ef status,exhaustFanStatus,exhaustFanStatus,False,2,16,16.0,6.317,2,2,1/0,1/0,"{'exhaustFanStatus': {'N4-Integ02': 4, 'N4-Integ03': 11}, 'exhaustFan': {'N4-Integ03': 1}}",,,
heat valve,heatingValve,heatingValve,False,2,16,15.0,3.873,1,1,0/0,0/0,"{'heatingValve': {'N4-Integ01': 15}, 'waterValve': {'N4-Integ01': 1}}",,,
hw pump cmd,heatingCoilPump,heatingCoilPump,False,2,16,14.0,3.742,1,1,0/0,0/0,"{'heatingCoilPump': {'N4-Integ01': 14}, 'secPump': {'N4-Integ01': 2}}",,,
hw pump sts,heatingCoilPumpStatus,heatingCoilPumpStatus,False,2,16,14.0,3.742,1,1,0/0,0/0,"{'heatingCoilPumpStatus': {'N4-Integ01': 14}, 'secPumpStatus': {'N4-Integ01': 2}}",,,
output frequency,twrFanFrequency,twrFanFrequency,False,4,16,5.0,2.236,1,1,0/0,0/0,"{'condPumpFrequency': {'N4-Integ01': 4}, 'priPumpFrequency': {'N4-Integ01': 4}, 'secPumpFrequency': {'N4-Integ02': 3}, 'twrFanFrequency': {'N4-Integ02': 5}}",,,
sts,dischargeFanStatus,dischargeFanStatus,False,4,16,7.0,2.646,1,1,0/0,0/0,"{'dischargeFanStatus': {'N4-Integ01': 7}, 'chillerStatus': {'N4-Integ02': 2}, 'twrFanStatus': {'N4-Integ02': 2}, 'priPumpStatus': {'N4-Integ03': 5}}",chillerStatus,N4-Integ06:chillerStatus,
ut ahu rf cmd,returnFan,returnFan,False,2,16,15.0,3.873,1,1,0/0,0/0,"{'returnFan': {'N4-Integ01': 15}, 'returnFanStatus': {'N4-Integ01': 1}}",,,
damper comd,dischargeDamper,dischargeDamper,False,2,16,15.0,3.873,1,1,0/0,0/0,"{'dischargeDamper': {'N4-Integ02': 15}, 'dischargeDamperFb': {'N4-Integ02': 1}}",,,
oa dpr sts,outsideDamperStatus,outsideDamperStatus,False,2,16,15.0,3.873,1,1,0/0,0/0,"{'outsideDamperStatus': {'N4-Integ02': 15}, 'outsideDamperFb': {'N4-Integ04': 1}}",,,
pre ht coil tmp,minOutsideTemp,minOutsideTemp,False,4,16,8.0,2.828,1,1,0/0,0/0,"{'heatingCoilDischargeTemp': {'N4-Integ03': 1}, 'minOutsideTemp': {'N4-Integ03': 8}, 'minOutsideTempSp': {'N4-Integ03': 1}, 'preHeatingTemp': {'N4-Integ03': 6}}",,,
pump cmd,pump,pump,False,2,16,14.0,3.742,1,1,0/0,0/0,"{'pumpStatus': {'N4-Integ03': 2}, 'pump': {'N4-Integ03': 14}}",,,
ut ahu rf sts,returnFanStatus,returnFanStatus,False,2,15,14.0,3.742,1,1,0/0,0/0,"{'returnFanStatus': {'N4-Integ01': 14}, 'returnFan': {'N4-Integ01': 1}}",,,
cdt,coldDeckDischargeTemp,coldDeckDischargeTemp,False,2,15,13.0,3.606,1,1,0/0,0/0,"{'coldDeckDischargeTemp': {'N4-Integ02': 13}, 'dischargeTemp': {'N4-Integ02': 2}}",,,
co2 sensor reading,returnCO2,returnCO2,False,2,15,8.0,2.828,1,1,0/0,0/0,"{'returnCO2': {'N4-Integ02': 8}, 'zoneCO2': {'N4-Integ02': 7}}",,,
static sp,dischargePressureSp,dischargePressureSp,False,2,15,11.0,3.317,1,1,0/0,0/0,"{'buildingPressureSp': {'N4-Integ02': 2, 'N4-Integ03': 2}, 'dischargePressureSp': {'N4-Integ04': 11}}",,,
ev flw sw,evapLeavingFlow,evapLeavingFlow,False,3,15,7.0,2.646,1,1,0/0,0/0,"{'evapEnteringFlow': {'N4-Integ03': 5}, 'evapFlowStatus': {'N4-Integ03': 3}, 'evapLeavingFlow': {'N4-Integ03': 7}}",,,
blr cmd,boilerEnable (override),boilerEnable (override),False,4,14,,,,,,,"{'boilerEnable': {'N4-Integ02': 2}, 'heatingCoilPump': {}, 'boiler': {'N4-Integ01': 2, 'N4-Integ02': 6, 'N4-Integ03': 2}, 'systemEnable': {'N4-Integ03': 2}}",boiler,N4-Integ06:boiler,
chw dp,secPressureDelta,secPressureDelta,False,2,14,12.0,6.797,4,4,0/0,0/0,"{'secPressureDelta': {'N4-Integ01': 3, 'N4-Integ02': 2, 'N4-Integ03': 2, 'N4-Integ04': 5}, 'priPressureDelta': {'N4-Integ02': 1, 'N4-Integ03': 1}}",secPressureDelta,,
cwr tmp,condEnteringTemp,condEnteringTemp,False,3,14,9.0,3.0,1,1,0/0,0/0,"{'condEnteringTemp': {'N4-Integ02': 9}, 'condLeavingTemp': {'N4-Integ02': 1, 'N4-Integ04': 2}, 'twrEnteringTemp': {'N4-Integ02': 2}}",condEnteringTemp,N4-Integ06:condEnteringTemp,
cooling,coolingStage,coolingStage,False,2,14,10.0,3.162,1,1,0/0,0/0,"{'coolingValve': {'N4-Integ02': 4}, 'coolingStage': {'N4-Integ03': 10}}",,,
oa enable,econEnableSp,econEnableSp,False,2,14,13.0,3.606,1,1,0/0,0/0,"{'econEnableSp': {'N4-Integ02': 13}, 'systemEnableSp': {'N4-Integ02': 1}}",,,
mphd c,minOutsideDamperFb,minOutsideDamperFb,False,4,14,9.0,3.0,1,1,0/0,0/0,"{'minOutsideDamper': {'N4-Integ04': 2}, 'minOutsideDamperFb': {'N4-Integ04': 9}, 'outsideDamper': {'N4-Integ04': 1}, 'outsideIsoDamper': {'N4-Integ04': 2}}",,,
chwp sts,secPumpStatus,secPumpStatus,False,3,13,9.0,4.182,2,2,0/0,0/0,"{'evapPumpStatus': {}, 'secPumpStatus': {'N4-Integ01': 3, 'N4-Integ04': 6}, 'priPumpStatus': {'N4-Integ02': 4}}",,N4-Integ06:evapPumpStatus,
chws tmp sp,secLeavingTempSp,secLeavingTempSp,False,2,13,7.0,4.464,3,3,0/0,0/0,"{'secLeavingTempSp': {'N4-Integ01': 1, 'N4-Integ02': 3, 'N4-Integ03': 3}, 'evapLeavingTempSp': {'N4-Integ02': 6}}",secLeavingTempSp,,
ra dmpr pos,outsideDamper,outsideDamper,False,2,13,12.0,3.464,1,1,0/0,0/0,"{'outsideDamper': {'N4-Integ01': 12}, 'returnDamperFb': {'N4-Integ04': 1}}",,,
static press,dischargePressure,dischargePressure,False,2,13,12.0,4.317,2,2,0/0,0/0,"{'dischargePressure': {'N4-Integ02': 1, 'N4-Integ03': 11}, 'exhaustFanEnteringPressure': {'N4-Integ02': 1}}",,Motorola_Points:dischargePressure,
valve comd,radiantHeatingValve,radiantHeatingValve,False,2,13,11.0,3.317,1,1,0/0,0/0,"{'heatingValve': {'N4-Integ02': 2}, 'radiantHeatingValve': {'N4-Integ02': 11}}",,,
valve pos,radiantHeatingValveFb,radiantHeatingValveFb,False,2,13,11.0,3.317,1,1,0/0,0/0,"{'heatingValveFb': {'N4-Integ02': 2}, 'radiantHeatingValveFb': {'N4-Integ02': 11}}",,,
dat min sp,dischargeTemp,dischargeTemp,False,2,13,12.0,3.464,1,1,0/0,0/0,"{'dischargeTemp': {'N4-Integ03': 12}, 'dischargeTempMinSp': {'N4-Integ03': 1}}",,,
mecon c,outsideIsoDamper,outsideIsoDamper,False,3,13,11.0,3.317,1,1,0/0,0/0,"{'outsideDamper': {'N4-Integ04': 1}, 'outsideIsoDamper': {'N4-Integ04': 11}, 'outsideIsoDamperFb': {'N4-Integ04': 1}}",,,
blr ena,boilerEnable,boilerEnable,False,5,12,13.0,8.968,2,2,5/0,5/0,"{'boilerEnable': {'N4-Integ03': 3, 'N4-Integ04': 5}, 'boiler': {'N4-Integ02': 1}, 'priEnteringTemp': {'N4-Integ02': 1}, 'priLeavingIsoValve': {'N4-Integ02': 1}, 'systemEnable': {'N4-Integ02': 1}}",,N4-Integ06:boilerEnable,
cwr t,condEnteringTemp,condEnteringTemp,False,5,12,5.0,3.732,2,2,1/0,1/0,"{'condEnteringTemp': {'N4-Integ02': 1, 'N4-Integ04': 3}, 'condLeavingTemp': {'N4-Integ02': 3, 'N4-Integ04': 1}, 'secEnteringTemp': {'N4-Integ02': 2}, 'twrEnteringTemp': {'N4-Integ02': 1}, 'twrLeavingTemp': {'N4-Integ04': 1}}",,,
capacity,coolingDemand,coolingDemand,False,2,12,10.0,3.162,1,1,0/0,0/0,"{'chillerLoad': {'N4-Integ01': 2}, 'coolingDemand': {'N4-Integ03': 10}}",,,
ftr sig,perimeterValve,perimeterValve,False,2,12,11.0,3.317,1,1,0/0,0/0,"{'perimeterHeatingValve': {'N4-Integ01': 1}, 'perimeterValve': {'N4-Integ01': 11}}",,,
hw dp,secPressureDelta,secPressureDelta,False,3,12,10.0,4.828,3,3,0/0,0/0,"{'priPressureDelta': {'N4-Integ01': 1}, 'secPressureDelta': {'N4-Integ02': 1, 'N4-Integ03': 1, 'N4-Integ04': 8}, 'secPressureDeltaSp': {'N4-Integ03': 1}}",secPressureDelta,,
blr hwr tmp,priEnteringTemp,priEnteringTemp,False,5,12,6.0,3.414,2,2,0/0,0/0,"{'priEnteringTemp': {'N4-Integ02': 4, 'N4-Integ04': 2}, 'priLeavingIsoValve': {'N4-Integ02': 1}, 'priLeavingTemp': {'N4-Integ02': 1}, 'enteringTemp': {'N4-Integ03': 3}, 'secEnteringTemp': {'N4-Integ03': 1}}",,,
chwp c,evapPump,evapPump,False,3,12,7.0,2.646,1,1,0/0,0/0,"{'priPump': {'N4-Integ02': 3}, 'evapPump': {'N4-Integ04': 7}, 'secPump': {'N4-Integ04': 2}}",,,
chwp s,evapPumpStatus,evapPumpStatus,False,3,12,7.0,2.646,1,1,0/0,0/0,"{'priPumpStatus': {'N4-Integ02': 3}, 'evapPumpStatus': {'N4-Integ04': 7}, 'secPumpStatus': {'N4-Integ04': 2}}",,,
chwp pri chw pmp cmd,priPump,priPump,False,2,12,9.0,4.182,2,2,0/0,0/0,"{'evapPump': {'N4-Integ02': 3}, 'priPump': {'N4-Integ03': 6, 'N4-Integ04': 3}}",,,
chwp pri chw pmp sts,priPumpStatus,priPumpStatus,False,2,12,9.0,4.182,2,2,0/0,0/0,"{'evapPumpStatus': {'N4-Integ02': 3}, 'priPumpStatus': {'N4-Integ03': 6, 'N4-Integ04': 3}}",,,
oa tmp ena sp,econEnableSp,econEnableSp,False,2,12,11.0,3.317,1,1,0/0,0/0,"{'systemEnableSp': {'N4-Integ02': 1}, 'econEnableSp': {'N4-Integ04': 11}}",,,
rsp,zoneTempSp,zoneTempSp,False,2,12,11.0,3.317,1,1,0/0,0/0,"{'returnPressure': {'N4-Integ02': 1}, 'zoneTempSp': {'N4-Integ02': 11}}",,,
cd flw sw,condFlowStatus,condFlowStatus,False,2,12,7.0,2.646,1,1,0/0,0/0,"{'condEnteringFlow': {'N4-Integ03': 5}, 'condFlowStatus': {'N4-Integ03': 7}}",,,
chwr t,evapEnteringTemp,evapEnteringTemp,False,2,11,7.0,4.414,2,2,1/0,1/0,"{'evapEnteringTemp': {'N4-Integ02': 4, 'N4-Integ04': 2}, 'secEnteringTemp': {'N4-Integ02': 4, 'N4-Integ04': 1}}",,,
chws t,evapLeavingTemp,evapLeavingTemp,False,2,11,7.0,4.414,2,2,1/0,1/0,"{'evapLeavingTemp': {'N4-Integ02': 4, 'N4-Integ04': 2}, 'secLeavingTemp': {'N4-Integ02': 4, 'N4-Integ04': 1}}",,,
chwp chw pmp sts,secPumpStatus,secPumpStatus,False,3,11,7.0,4.414,3,3,0/0,0/0,"{'condPumpStatus': {'N4-Integ01': 1}, 'evapPumpStatus': {'N4-Integ01': 1, 'N4-Integ04': 2}, 'secPumpStatus': {'N4-Integ02': 2, 'N4-Integ03': 4, 'N4-Integ04': 1}}",,,
cwp cw pmp sts,condPumpStatus,condPumpStatus,False,2,11,10.0,5.06,3,3,0/0,0/0,"{'condPumpStatus': {'N4-Integ01': 1, 'N4-Integ03': 7, 'N4-Integ04': 2}, 'evapPumpStatus': {'N4-Integ01': 1}}",,N4-Integ06:condPumpStatus,
output percent,DROPPED (tie),DROPPED (tie),False,3,11,,,,,,,"{'condPumpSpeed': {'N4-Integ01': 4}, 'priPumpSpeed': {'N4-Integ01': 4}, 'twrFanFrequency': {'N4-Integ01': 3}}",,,
output volt,DROPPED (tie),DROPPED (tie),False,3,11,,,,,,,"{'condPumpVoltage': {'N4-Integ01': 4}, 'priPumpVoltage': {'N4-Integ01': 4}, 'twrFanVoltage': {'N4-Integ01': 3}}",,,
chws flw rat,secLeavingFlow,secLeavingFlow,False,2,11,9.0,3.0,1,1,0/0,0/0,"{'evapLeavingFlow': {'N4-Integ02': 2}, 'secLeavingFlow': {'N4-Integ02': 9}}",,,
dpsp,dischargePressureSp,dischargePressureSp,False,2,11,10.0,3.162,1,1,0/0,0/0,"{'dischargePressureSp': {'N4-Integ02': 10}, 'secPressureDeltaSp': {'N4-Integ02': 1}}",,,
hct,heatingCoilDischargeTemp,heatingCoilDischargeTemp,False,2,11,10.0,3.162,1,1,0/0,0/0,"{'heatingCoilDischargeTemp': {'N4-Integ02': 10}, 'heatingCoilLeavingTemp': {'N4-Integ02': 1}}",,,
oa dmp min pos,minOutsideDamper,minOutsideDamper,False,2,11,7.0,2.646,1,1,0/0,0/0,"{'outsideDamperMinSp': {'N4-Integ02': 4}, 'minOutsideDamper': {'N4-Integ03': 7}}",outsideDamperMinSp,,
s,DROPPED (tie),DROPPED (tie),False,4,11,,,,,,,"{'chiller': {'N4-Integ02': 2}, 'dischargeFanStatus': {'N4-Integ02': 4}, 'exhaustFanStatus': {'N4-Integ02': 4}, 'secPumpStatus': {'N4-Integ02': 1}}",,,
dat max sp,dischargeTemp,dischargeTemp,False,2,11,10.0,3.162,1,1,0/0,0/0,"{'dischargeTemp': {'N4-Integ03': 10}, 'dischargeTempMaxSp': {'N4-Integ03': 1}}",,,
hwp blr pmp cmd,secPump,secPump,False,2,11,7.0,2.646,1,1,0/0,0/0,"{'priPump': {'N4-Integ03': 4}, 'secPump': {'N4-Integ03': 7}}",,,
