site,name,equip_path,device_name,object_type,units,value_kind,description,label_raw,label,rows
N4-Integ06,EffOcc,vv mep,,,occupied,analog,,occupancyStatus,occupancyStatus,4
N4-Integ06,EffOcc,vv meq,,,occupied,analog,,occupancyStatus,occupancyStatus,7
N4-Integ06,EffOcc,vv mer,,,occupied,analog,,occupancyStatus,occupancyStatus,8
N4-Integ06,EffOcc,vv mes,,,occupied,analog,,occupancyStatus,occupancyStatus,5
N4-Integ06,EffOcc,vv met,,,occupied,analog,,occupancyStatus,occupancyStatus,3
N4-Integ06,EffOcc,vv meu,,,occupied,analog,,occupancyStatus,occupancyStatus,1
N4-Integ06,EffPriFlwSp,vav,,,cfm,analog,,dischargeFlow01Sp,dischargeFlowSp,1
N4-Integ06,EffPriFlwSp,vav,,,cfm,analog,,dischargeFlow02Sp,dischargeFlowSp,3
N4-Integ06,EffPriFlwSp,vav,,,cfm,analog,,dischargeFlow03Sp,dischargeFlowSp,1
N4-Integ06,EffSATmpSp,ahu,,,degf,analog,,dischargeTempSp,dischargeTempSp,71
N4-Integ06,EffSATmpSp,ahu n,,,degf,analog,,dischargeTempSp,dischargeTempSp,3
N4-Integ06,EffSATmpSp,ahu s,,,degf,analog,,dischargeTempSp,dischargeTempSp,3
N4-Integ06,EffVentFlwSp,vav,,,cfm,analog,,dischargeFlow01Sp,dischargeFlowSp,3
N4-Integ06,EffVentFlwSp,vav,,,cfm,analog,,dischargeFlow02Sp,dischargeFlowSp,2
N4-Integ06,Effective_Cool_SP,status,,,degf,analog,,zoneCoolSp,zoneCoolSp,1126
N4-Integ06,Effective_Heat_SP,status,,,degf,analog,,zoneHeatSp,zoneHeatSp,1126
N4-Integ06,EmerIsoVlv5Cmd,chl,,,close,binary,,priEnteringIsoValve05,priEnteringIsoValve,1
N4-Integ06,EmerIsoVlv6Cmd,chl,,,closed,binary,,priEnteringIsoValve06,priEnteringIsoValve,1
N4-Integ06,EmerIsoVlv7Cmd,chl,,,close,binary,,priEnteringIsoValve07,priEnteringIsoValve,1
N4-Integ06,EmerIsoVlv8Cmd,chl,,,close,binary,,priEnteringIsoValve08,priEnteringIsoValve,1
N4-Integ06,EnrgTotal,el ahu n sf,,,kwhr,analog,,energyMax,energyMax,2
N4-Integ06,EnrgTotal,el ahu rf,,,kwhr,analog,,energy,energy,53
N4-Integ06,EnrgTotal,el ahu s sf,,,kwhr,analog,,energyMax,energyMax,2
N4-Integ06,EnrgTotal,el ahu sf,,,kwhr,analog,,energyMax,energyMax,68
N4-Integ06,EnrgTotal,el hpc,,,kwhr,analog,,compEnergy,compEnergy,1
N4-Integ06,EnrgTotal,heating system el hp,,,kwhr,analog,,compEnergy,compEnergy,27
N4-Integ06,EntCondWaterTemp,mc quay chlr,,,degf,analog,,condEnteringTemp,condEnteringTemp,2
N4-Integ06,EntEvapWaterTemp,mc quay chlr,,,degf,analog,,evapEnteringTemp,evapEnteringTemp,2
N4-Integ06,EqVlv11Cmd,chl,,,open,binary,,twrBypassValve11,twrBypassValve,1
N4-Integ06,EqVlv12Cmd,chl,,,open,binary,,twrBypassValve12,twrBypassValve,1
N4-Integ06,EqVlv13Cmd,chl,,,open,binary,,twrBypassValve13,twrBypassValve,1
N4-Integ06,EvapPressure,mc quay chlr,,,psi,analog,,evapLeavingPressure,evapLeavingPressure,2
N4-Integ06,EvapSatTemp,mc quay chlr,,,degf,analog,,compSuctionSatTemp,compSuctionSatTemp,2
N4-Integ06,EvapWaterFlowStatus,mc quay chlr,,,flow,binary,,evapFlowStatus,evapFlowStatus,1
N4-Integ06,EvapWaterFlowStatus,mc quay chlr,,,no,binary,,evapFlowStatus,evapFlowStatus,1
N4-Integ06,Fan,fpb,,,off,binary,,dischargeFan,dischargeFan,6
N4-Integ06,Fan,fpb,,,on,binary,,dischargeFan,dischargeFan,8
N4-Integ06,FanCmd,fc us fcu a,,,on,binary,,dischargeFan,dischargeFan,6
N4-Integ06,FanCmd,fc us fcu b,,,off,binary,,dischargeFan,dischargeFan,1
N4-Integ06,FanCmd,fc us fcu b,,,on,binary,,dischargeFan,dischargeFan,6
N4-Integ06,FanCmd,fc us fcugb,,,off,binary,,dischargeFan,dischargeFan,1
N4-Integ06,FanCmd,fc us fcugb,,,on,binary,,dischargeFan,dischargeFan,2
N4-Integ06,FanCmd,fcu,,,off,binary,,dischargeFan,dischargeFan,1
N4-Integ06,FanCmd,fcu,,,on,binary,,dischargeFan,dischargeFan,16
N4-Integ06,FanSts,ahu,,,on,binary,,dischargeFanStatus,dischargeFanStatus,1
N4-Integ06,FanSts,fc us fcu a,,,off,binary,,dischargeFanStatus,dischargeFanStatus,2
N4-Integ06,FanSts,fc us fcu a,,,on,binary,,dischargeFanStatus,dischargeFanStatus,4
N4-Integ06,FanSts,fc us fcu b,,,off,binary,,dischargeFanStatus,dischargeFanStatus,2
N4-Integ06,FanSts,fc us fcu b,,,on,binary,,dischargeFanStatus,dischargeFanStatus,5
N4-Integ06,FanSts,fc us fcugb,,,off,binary,,dischargeFanStatus,dischargeFanStatus,1
N4-Integ06,FanSts,fc us fcugb,,,on,binary,,dischargeFanStatus,dischargeFanStatus,2
N4-Integ06,FanSts,fcu,,,off,binary,,dischargeFanStatus,dischargeFanStatus,1
N4-Integ06,FanSts,fcu,,,on,binary,,dischargeFanStatus,dischargeFanStatus,16
N4-Integ06,FanSts,loading dock,,,stop,binary,,exhaustFanStatus,exhaustFanStatus,1
N4-Integ06,FanSts,sally port,,,stopped,binary,,exhaustFanStatus,exhaustFanStatus,1
N4-Integ06,FanSts,suh,,,,analog,,dischargeFanStatus,dischargeFanStatus,2
N4-Integ06,FanSts,suh,,,,enum,,dischargeFanStatus,dischargeFanStatus,1
N4-Integ06,FanSts,suh,,,running,binary,,dischargeFanStatus,dischargeFanStatus,1
N4-Integ06,FanSts,suh,,,stopped,binary,,dischargeFanStatus,dischargeFanStatus,18
N4-Integ06,Fan_Speed_Cmd,status,,,percent,analog,,dischargeFanSpeed,dischargeFanSpeed,956
N4-Integ06,FlwSp,fpb,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,14
N4-Integ06,FlwSp,vav,,,cfm,analog,,dischargeFlowSp,dischargeFlowSp,5
N4-Integ06,FreeClgSys,chw,,,on,binary,,econEnable,econEnable,1
N4-Integ06,GPMSts1,heating system heat pumps,,,galmin,analog,,condLeavingFlow,condLeavingFlow,10
N4-Integ06,GPMSts2,heating system heat pumps,,,galmin,analog,,condLeavingFlow,condLeavingFlow,10
N4-Integ06,GPMSts3,heating system heat pumps,,,galmin,analog,,condLeavingFlow,condLeavingFlow,4
N4-Integ06,GPMSts4,heating system heat pumps,,,galmin,analog,,condLeavingFlow,condLeavingFlow,2
N4-Integ06,GPMSts5,heating system heat pumps,,,galmin,analog,,condLeavingFlow,condLeavingFlow,1
N4-Integ06,GlyRTmp,garage vent,,,degf,analog,,heatingCoilLeavingTemp,heatingCoilLeavingTemp,1
N4-Integ06,GlyRTmp,garage vent,,,degf,analog,,secEnteringTemp,secEnteringTemp,1
N4-Integ06,GlySTmp,garage vent,,,degf,analog,,heatingCoilEnteringTemp,heatingCoilEnteringTemp,1
N4-Integ06,GlySTmp,garage vent,,,degf,analog,,secLeavingTemp,secLeavingTemp,1
N4-Integ06,HC112VlvCmd,ahu,,,percent,analog,,heatingValve112,heatingValve,1
N4-Integ06,HC113VlvCmd,ahu,,,percent,analog,,heatingValve113,heatingValve,1
N4-Integ06,HC114VlvCmd,ahu,,,percent,analog,,heatingValve114,heatingValve,1
N4-Integ06,HCPCmd,ahu,,,off,binary,,heatingCoilPump,heatingCoilPump,1
N4-Integ06,HCPCmd,ahu,,,on,binary,,heatingCoilPump,heatingCoilPump,62
N4-Integ06,HCPCmd,ahu,,,on,binary,,preHeatingCoilPump,preHeatingCoilPump,11
N4-Integ06,HCPCmd,ahu n,,,on,binary,,heatingCoilPump,heatingCoilPump,3
N4-Integ06,HCPCmd,ahu s,,,on,binary,,heatingCoilPump,heatingCoilPump,3
N4-Integ06,HCPSts,ahu,,,off,binary,,heatingCoilPumpStatus,heatingCoilPumpStatus,13
N4-Integ06,HCPSts,ahu,,,off,binary,,preHeatingCoilPumpStatus,preHeatingCoilPumpStatus,3
N4-Integ06,HCPSts,ahu,,,on,binary,,heatingCoilPumpStatus,heatingCoilPumpStatus,50
N4-Integ06,HCPSts,ahu,,,on,binary,,preHeatingCoilPumpStatus,preHeatingCoilPumpStatus,8
N4-Integ06,HCPSts,ahu n,,,on,binary,,heatingCoilPumpStatus,heatingCoilPumpStatus,3
N4-Integ06,HCPSts,ahu s,,,on,binary,,heatingCoilPumpStatus,heatingCoilPumpStatus,3
N4-Integ06,HCVlvCmd,ah us ahu,,,percent,analog,,heatingValve,heatingValve,12
N4-Integ06,HCVlvCmd,ah us ahu a,,,percent,analog,,heatingValve,heatingValve,2
N4-Integ06,HCVlvCmd,ah us ahu b,,,percent,analog,,heatingValve,heatingValve,2
N4-Integ06,HCVlvCmd,ah us ahubs,,,percent,analog,,heatingValve,heatingValve,2
N4-Integ06,HCVlvCmd,ahu,,,percent,analog,,heatingValve,heatingValve,66
N4-Integ06,HCVlvCmd,ahu,,,percent,analog,,preHeatingValve,preHeatingValve,11
N4-Integ06,HCVlvCmd,ahu n,,,percent,analog,,heatingValve,heatingValve,3
N4-Integ06,HCVlvCmd,ahu s,,,percent,analog,,heatingValve,heatingValve,3
N4-Integ06,HCVlvCmd,fc us fcu a,,,percent,analog,,heatingValve,heatingValve,6
N4-Integ06,HCVlvCmd,fc us fcu b,,,percent,analog,,heatingValve,heatingValve,7
N4-Integ06,HCVlvCmd,fc us fcugb,,,percent,analog,,heatingValve,heatingValve,3
N4-Integ06,HCVlvCmd,fcu,,,percent,analog,,heatingValve,heatingValve,16
N4-Integ06,HCVlvCmd,floor uh a,,,percent,analog,,heatingValve,heatingValve,5
N4-Integ06,HCVlvCmd,floor uh b,,,percent,analog,,heatingValve,heatingValve,5
N4-Integ06,HCVlvCmd,floor uh c,,,percent,analog,,heatingValve,heatingValve,5
N4-Integ06,HCVlvCmd,floor uh d,,,percent,analog,,heatingValve,heatingValve,7
N4-Integ06,HCVlvCmd,floor vh a,,,percent,analog,,heatingValve,heatingValve,2
N4-Integ06,HCVlvCmd,floor vh b,,,percent,analog,,heatingValve,heatingValve,7
N4-Integ06,HCVlvCmd,va vs floor,,,percent,analog,,heatingValve,heatingValve,8
N4-Integ06,HPCEna,hpc hpc,,,true,binary,,chillerEnable,chillerEnable,1
N4-Integ06,HPCSts,hpc hpc,,,system,analog,,chillerStatus,chillerStatus,1
N4-Integ06,HPC_HWSTmpSp,hpc hpccm,,,degf,analog,,evapLeavingTemp01Sp,evapLeavingTempSp,1
N4-Integ06,HPLWTmp,heating system heating system,,,degf,analog,,secLeavingTemp01,secLeavingTemp,1
N4-Integ06,HVACModeSts,vav,,,,analog,,hvacMode,hvacMode,1
N4-Integ06,HVACModeSts,vav,,,cool,analog,,hvacMode,hvacMode,46
N4-Integ06,HVACModeSts,vav,,,heat,analog,,hvacMode,hvacMode,39
N4-Integ06,HVACModeSts,vav,,,off,analog,,hvacMode,hvacMode,56
N4-Integ06,HVACModeSts,vav a,,,cool,analog,,hvacMode,hvacMode,1
N4-Integ06,HVACModeSts,vav a,,,off,analog,,hvacMode,hvacMode,2
N4-Integ06,HVACModeSts,vav b,,,cool,analog,,hvacMode,hvacMode,1
N4-Integ06,HVACModeSts,vav b,,,off,analog,,hvacMode,hvacMode,2
N4-Integ06,HVACModeSts,vav s,,,heat,analog,,hvacMode,hvacMode,1
N4-Integ06,HVACModeSts,vav s,,,off,analog,,hvacMode,hvacMode,6
N4-Integ06,HWFlow,hpc hpccm,,,,analog,,evapEnteringFlow01,evapEnteringFlow,1
N4-Integ06,HWP1_SecHWPmpCmd,hw sys hw plant,,,off,binary,,secPump01,secPump,1
N4-Integ06,HWP1_SecHWPmpSpd,hw sys hw plant,,,percent,analog,,secPump01Speed,secPumpSpeed,1
N4-Integ06,HWP1_SecHWPmpSts,hw sys hw plant,,,inactive,binary,,secPump01Status,secPumpStatus,1
N4-Integ06,HWP1_Sts,hws,,,off,binary,,secPump01Status,secPumpStatus,1
N4-Integ06,HWP2_SecHWPmpCmd,hw sys hw plant,,,on,binary,,secPump02,secPump,1
N4-Integ06,HWP2_SecHWPmpSpd,hw sys hw plant,,,percent,analog,,secPump02Speed,secPumpSpeed,1
N4-Integ06,HWP2_SecHWPmpSts,hw sys hw plant,,,active,binary,,secPump02Status,secPumpStatus,1
N4-Integ06,HWP2_Sts,hws,,,on,binary,,secPump02Status,secPumpStatus,1
N4-Integ06,HWP5Cmd,hpc hpccm,,,on,binary,,evapPump05,evapPump,1
N4-Integ06,HWP5SpdCmd,hpc hpccm,,,percent,analog,,evapPump05Speed,evapPumpSpeed,1
N4-Integ06,HWP5Sts,hpc hpccm,,,on,binary,,evapPump05Status,evapPumpStatus,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump09,secPump,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump10,secPump,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump11-12,secPump,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump13,secPump,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump14,secPump,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump15,secPump,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump23,secPump,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump24,secPump,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump25,secPump,1
N4-Integ06,HWPCmd,heating system heating system,,,on,binary,,secPump26,secPump,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump09Status,secPumpStatus,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump10Status,secPumpStatus,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump11-12Status,secPumpStatus,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump13Status,secPumpStatus,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump14Status,secPumpStatus,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump15Status,secPumpStatus,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump23Status,secPumpStatus,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump24Status,secPumpStatus,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump25Status,secPumpStatus,1
N4-Integ06,HWPSts,heating system heating system,,,on,binary,,secPump26Status,secPumpStatus,1
N4-Integ06,HWPmp1_PrHWPmpCmd,hw sys boiler,,,inactive,binary,,priPump01,priPump,1
N4-Integ06,HWPmp1_PrHWPmpSts,hw sys boiler,,,inactive,binary,,priPump01Status,priPumpStatus,1
N4-Integ06,HWPmp2_PrHWPmpCmd,hw sys boiler,,,active,binary,,priPump02,priPump,1
N4-Integ06,HWPmp2_PrHWPmpSts,hw sys boiler,,,active,binary,,priPump02Status,priPumpStatus,1
N4-Integ06,HWPmp3_PrHWPmpCmd,hw sys boiler,,,active,binary,,priPump03,priPump,1
N4-Integ06,HWPmp3_PrHWPmpSts,hw sys boiler,,,active,binary,,priPump03Status,priPumpStatus,1
N4-Integ06,HWPmp4Cmd,north boiler me lgr,,,on,binary,,secPump04,secPump,1
N4-Integ06,HWPmp4VFDOut,north boiler me lgr,,,percent,analog,,secPump04Speed,secPumpSpeed,1
N4-Integ06,HWPmp4VFDOut,south boiler me lgr,,,percent,analog,,secPump04Speed,secPumpSpeed,1
N4-Integ06,HWPmp5Cmd,north boiler me lgr,,,off,binary,,secPump05,secPump,1
N4-Integ06,HWPmp5VFDOut,north boiler me lgr,,,percent,analog,,secPump05Speed,secPumpSpeed,1
N4-Integ06,HWPmp5VFDOut,south boiler me lgr,,,percent,analog,,secPump05Speed,secPumpSpeed,1
N4-Integ06,HWPmp6Cmd,north boiler me lgr,,,off,binary,,secPump06,secPump,1
N4-Integ06,HWPmp6VFDOut,north boiler me lgr,,,percent,analog,,secPump06Speed,secPumpSpeed,1
N4-Integ06,HWPmp6VFDOut,south boiler me lgr,,,percent,analog,,secPump06Speed,secPumpSpeed,1
N4-Integ06,HWPmpCmd,ahu,,,off,binary,,heatingCoilPump,heatingCoilPump,1
N4-Integ06,HWPmpSts,ahu,,,off,binary,,heatingCoilPumpStatus,heatingCoilPumpStatus,1
N4-Integ06,HWRTmp,garage vent,,,degf,analog,,priLeavingTemp,priLeavingTemp,1
N4-Integ06,HWRTmp,hpc hpccm,,,degf,analog,,evapEnteringTemp01,evapEnteringTemp,1
N4-Integ06,HWReq,ah us ahu,,,off,binary,,heatingEnable,heatingEnable,7
N4-Integ06,HWReq,ah us ahu,,,on,binary,,heatingEnable,heatingEnable,5
N4-Integ06,HWReq,ah us ahu a,,,off,binary,,heatingEnable,heatingEnable,2
N4-Integ06,HWReq,ah us ahu b,,,off,binary,,heatingEnable,heatingEnable,2
N4-Integ06,HWReq,ah us ahubs,,,off,binary,,heatingEnable,heatingEnable,1
N4-Integ06,HWReq,ah us ahubs,,,on,binary,,heatingEnable,heatingEnable,1
N4-Integ06,HWRetTmp,north boiler me lgr,,,degf,analog,,secEnteringTemp,secEnteringTemp,1
N4-Integ06,HWRetTmp,south boiler me lgr,,,degf,analog,,secEnteringTemp,secEnteringTemp,1
N4-Integ06,HWRstH,heating system heating system,,,degf,analog,,secLeavingTempHiSp,secLeavingTempHiSp,10
N4-Integ06,HWRstH,hpc hpccm,,,,analog,,evapLeavingTempHiSp,evapLeavingTempHiSp,1
N4-Integ06,HWRstL,heating system heating system,,,degf,analog,,secLeavingTempLoSp,secLeavingTempLoSp,10
N4-Integ06,HWRstL,hpc hpccm,,,,analog,,evapLeavingTempLoSp,evapLeavingTempLoSp,1
N4-Integ06,HWSEnable,hws,,,enable,binary,,systemEnable,systemEnable,1
N4-Integ06,HWSFlow,hws,,,,analog,,secLeavingFlow,secLeavingFlow,1
N4-Integ06,HWSRTmp,hws,,,degf,analog,,secEnteringTemp,secEnteringTemp,1
N4-Integ06,HWSTmp,garage vent,,,degf,analog,,priEnteringTemp,priEnteringTemp,1
N4-Integ06,HWSTmp,hpc hpccm,,,degf,analog,,evapLeavingTemp01,evapLeavingTemp,1
N4-Integ06,HWSTmp,hws,,,degf,analog,,secLeavingTemp,secLeavingTemp,1
N4-Integ06,HWSTmpSp,rad flr,,,degf,analog,,secLeavingTempSp,secLeavingTempSp,1
N4-Integ06,HWSupGPM,north boiler me lgr,,,galmin,analog,,secLeavingFlow,secLeavingFlow,1
N4-Integ06,HWSupGPM,south boiler me lgr,,,galmin,analog,,secLeavingFlow,secLeavingFlow,1
N4-Integ06,HWSupTmp,north boiler me lgr,,,degf,analog,,secLeavingTemp,secLeavingTemp,1
N4-Integ06,HWSupTmp,south boiler me lgr,,,degf,analog,,secLeavingTemp,secLeavingTemp,1
N4-Integ06,HWSwTmpSp,heating system heating system,,,degf,analog,,secLeavingTempSp,secLeavingTempSp,10
N4-Integ06,HWVlv,fpb,,,percent,analog,,heatingValve,heatingValve,14
N4-Integ06,HWVlv,vav,,,percent,analog,,heatingValve,heatingValve,5
N4-Integ06,HW_Valve_Cmd,status,,,percent,analog,,heatingValve,heatingValve,1002
N4-Integ06,HX1ACHWIsoVlvCmd,hx sys,,,close,binary,,priLeavingIsoValve,priLeavingIsoValve,1
N4-Integ06,HX1ACWIsoVlvCmd,hx sys,,,close,binary,,condLeavingIsoValve,condLeavingIsoValve,1
N4-Integ06,HX1AColdCWRTmp,hx sys,,,degf,analog,,condEnteringTemp,condEnteringTemp,1
N4-Integ06,HX1AColdCWSTmp,hx sys,,,degf,analog,,condLeavingTemp,condLeavingTemp,1
N4-Integ06,HX1AHotCHWRTmp,hx sys,,,degf,analog,,priEnteringTemp,priEnteringTemp,1
N4-Integ06,HX1AHotCHWSTmp,hx sys,,,degf,analog,,priLeavingTemp,priLeavingTemp,1
N4-Integ06,HX1BCHWIsoVlvCmd,hx sys,,,close,binary,,priLeavingIsoValve,priLeavingIsoValve,1
N4-Integ06,HX1BCWIsoVlvCmd,hx sys,,,close,binary,,condLeavingIsoValve,condLeavingIsoValve,1
N4-Integ06,HX1BColdCWRTmp,hx sys,,,degf,analog,,condEnteringTemp,condEnteringTemp,1
N4-Integ06,HX1BColdCWSTmp,hx sys,,,degf,analog,,condLeavingTemp,condLeavingTemp,1
N4-Integ06,HX1BHotCHWRTmp,hx sys,,,degf,analog,,priEnteringTemp,priEnteringTemp,1
N4-Integ06,HX1BHotCHWSTmp,hx sys,,,degf,analog,,priLeavingTemp,priLeavingTemp,1
N4-Integ06,HX1CHWP1Cmd,hx sys,,,off,binary,,secPump01,secPump,1
N4-Integ06,HX1CHWP1Sts,hx sys,,,off,binary,,secPump01Status,secPumpStatus,1
N4-Integ06,HX1CHWP2Cmd,hx sys,,,off,binary,,secPump02,secPump,1
N4-Integ06,HX1CHWP2Sts,hx sys,,,off,binary,,secPump02Status,secPumpStatus,1
N4-Integ06,HX1CHWP3Cmd,hx sys,,,off,binary,,secPump03,secPump,1
N4-Integ06,HX1CHWP3Sts,hx sys,,,off,binary,,secPump03Status,secPumpStatus,1
N4-Integ06,HX1CWIsoVlvCmd,chw,,,close,binary,,priEnteringIsoValve,priEnteringIsoValve,1
N4-Integ06,HX1CWP1Cmd,hx sys,,,off,binary,,priPump01,priPump,1
N4-Integ06,HX1CWP1Sts,hx sys,,,off,binary,,priPump01Status,priPumpStatus,1
N4-Integ06,HX1CWP2Cmd,hx sys,,,off,binary,,priPump02,priPump,1
N4-Integ06,HX1CWP2Sts,hx sys,,,off,binary,,priPump02Status,priPumpStatus,1
N4-Integ06,HX1CWP3Cmd,hx sys,,,off,binary,,priPump03,priPump,1
N4-Integ06,HX1CWP3Sts,hx sys,,,off,binary,,priPump03Status,priPumpStatus,1
N4-Integ06,HXCHWSFlw,north chiller me lgr,,,galmin,analog,,secEnteringFlow,secEnteringFlow,1
N4-Integ06,HXCHWSFlw,south chiller me lgr,,,galmin,analog,,secEnteringFlow,secEnteringFlow,1
N4-Integ06,HXCHWSTmp,north chiller me lgr,,,degf,analog,,secLeavingTemp,secLeavingTemp,1
N4-Integ06,HXCHWSTmp,south chiller me lgr,,,degf,analog,,secLeavingTemp,secLeavingTemp,1
N4-Integ06,HXCHWSVlvOut,north chiller me lgr,,,percent,analog,,secEnteringIsoValve,secEnteringIsoValve,1
N4-Integ06,HXCHWSVlvOut,south chiller me lgr,,,percent,analog,,secEnteringIsoValve,secEnteringIsoValve,1
N4-Integ06,HXColdCWRTmp,chw chw plant,,,degf,analog,,priEnteringTemp,priEnteringTemp,1
N4-Integ06,HXColdCWSTmp,chw chw plant,,,degf,analog,,priLeavingTemp,priLeavingTemp,1
N4-Integ06,HXFlwSp,north chiller me lgr,,,galmin,analog,,secEnteringFlowSp,secEnteringFlowSp,1
N4-Integ06,HXHotCHWRTmp,chw chw plant,,,degf,analog,,secEnteringTemp,secEnteringTemp,1
N4-Integ06,HXHotCHWSTmp,chw chw plant,,,degf,analog,,secLeavingTemp,secLeavingTemp,1
N4-Integ06,HXIsoVlv2Cmd,chw chw plant,,,open,binary,,priEnteringIsoValve,priEnteringIsoValve,1
N4-Integ06,HXIsoVlv3Cmd,chw chw plant,,,open,binary,,priLeavingIsoValve,priLeavingIsoValve,1
N4-Integ06,HXIsoVlvSts,north chiller me lgr,,,open,binary,,secEnteringIsoValveFb,secEnteringIsoValveFb,1
N4-Integ06,HXIsoVlvSts,south chiller me lgr,,,open,binary,,secEnteringIsoValveFb,secEnteringIsoValveFb,1
N4-Integ06,HXSp,south chiller me lgr,,,,analog,,secLeavingTempSp,secLeavingTempSp,1
N4-Integ06,HtgModCmd,floor ve c,,,off,binary,,heatingStage01,heatingStage,1
N4-Integ06,HtgModCmd,floor ve c,,,on,binary,,heatingStage01,heatingStage,7
N4-Integ06,HtgVlvOut,garage vent,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ06,HtgVlvOut,mail rm,,,percent,analog,,heatingValve,heatingValve,1
N4-Integ06,HtgVlvPos,suh,,,percent,analog,,heatingValve,heatingValve,22
N4-Integ06,HtgVolSpHL,vav,,,cfm,analog,,dischargeFlowHeatMaxSp,dischargeFlowHeatMaxSp,138
N4-Integ06,HtgVolSpHL,vav a,,,cfm,analog,,dischargeFlowHeatMaxSp,dischargeFlowHeatMaxSp,4
N4-Integ06,HtgVolSpHL,vav b,,,cfm,analog,,dischargeFlowHeatMaxSp,dischargeFlowHeatMaxSp,4
N4-Integ06,HtgVolSpHL,vav s,,,cfm,analog,,dischargeFlowHeatMaxSp,dischargeFlowHeatMaxSp,7
N4-Integ06,HtgVolSpHL1,vav,,,cfm,analog,,dischargeFlowHeatMaxSp,dischargeFlowHeatMaxSp,1
N4-Integ06,HtgVolSpLL,vav,,,cfm,analog,,dischargeFlowHeatMinSp,dischargeFlowHeatMinSp,138
N4-Integ06,HtgVolSpLL,vav a,,,cfm,analog,,dischargeFlowHeatMinSp,dischargeFlowHeatMinSp,4
N4-Integ06,HtgVolSpLL,vav b,,,cfm,analog,,dischargeFlowHeatMinSp,dischargeFlowHeatMinSp,4
N4-Integ06,HtgVolSpLL,vav s,,,cfm,analog,,dischargeFlowHeatMinSp,dischargeFlowHeatMinSp,7
N4-Integ06,HtgVolSpLL1,vav,,,cfm,analog,,dischargeFlowHeatMinSp,dischargeFlowHeatMinSp,1
N4-Integ06,HumCmd,ahu,,,on,binary,,humidifier,humidifier,1
N4-Integ06,HumCmd,ahu,,,percent,analog,,humidifierValve,humidifierValve,8
N4-Integ06,HumEna,ah us ahu,,,off,binary,,humidifier,humidifier,4
N4-Integ06,HumEna,ah us ahu,,,on,binary,,humidifier,humidifier,1
N4-Integ06,HumEna,ah us ahu a,,,off,binary,,humidifier,humidifier,1
N4-Integ06,HumEna,ah us ahu a,,,on,binary,,humidifier,humidifier,1
N4-Integ06,HumEna,ah us ahu b,,,off,binary,,humidifier,humidifier,1
N4-Integ06,HumEna,ah us ahu b,,,on,binary,,humidifier,humidifier,1
N4-Integ06,HumEna,ahu,,,enable,binary,,humidifierEnable,humidifierEnable,8
N4-Integ06,HumEna,ahu s1,,,enable,binary,,humidifierEnable,humidifierEnable,1
N4-Integ06,HumSp,ahu,,,percentrh,analog,,returnHumiditySp,returnHumiditySp,8
N4-Integ06,HumSp,ahu s1,,,percentrh,analog,,returnHumiditySp,returnHumiditySp,1
N4-Integ06,HumVlvCmd,ah us ahu,,,percent,analog,,humidifierValve,humidifierValve,7
N4-Integ06,HumVlvCmd,ah us ahu a,,,percent,analog,,humidifierValve,humidifierValve,2
N4-Integ06,HumVlvCmd,ah us ahu b,,,percent,analog,,humidifierValve,humidifierValve,2
N4-Integ06,HxCHWRTmp,chw,,,degf,analog,,secEnteringTemp,secEnteringTemp,1
N4-Integ06,HxCHWSPrs,chw,,,psi,analog,,secLeavingPressure,secLeavingPressure,1
N4-Integ06,HxCHWSTmp,chw,,,degf,analog,,secLeavingTemp,secLeavingTemp,1
N4-Integ06,HxCWFlw,chw,,,galmin,analog,,priFlow,priFlow,1
N4-Integ06,HxCWRPrs,chw,,,psi,analog,,priEnteringPressure,priEnteringPressure,1
N4-Integ06,HxCWRTmp,chw,,,degf,analog,,priEnteringTemp,priEnteringTemp,1
N4-Integ06,HxCWSPrs,chw,,,psi,analog,,priLeavingPressure,priLeavingPressure,1
N4-Integ06,HxCWSTmp,chw,,,degf,analog,,priLeavingTemp,priLeavingTemp,1
N4-Integ06,HxPmpCmd,chw,,,start,binary,,secPump,secPump,1
