text,context,context_label,name_only_label,rows
max cl vol sp,eq flr center vav w8 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr center vav w7 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr center vav w6 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr center vav w5 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr center vav w4 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
min ht vol sp,eq flr center vav w8 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr center vav w7 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr center vav w6 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr center vav w5 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr center vav w4 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr center vav w3 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr center vav w2 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr center vav w1 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min flow stpt,eq denney third ddva vs | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowCoolMinSp,1
max flow,eq atu d | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max flow,eq atu b2 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr center vav w2 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr center vav w1 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
mam,eq air handling systems a p | unit percent | kind analog,outsideDamperMinSp,minOutsideDamper,1
mam,eq air handling systems a p | kind analog,outsideDamperMinSp,minOutsideDamper,1
lvg cnd w temp,eq central plant logic chiller | kind enum,condEnteringTemp,condLeavingTemp,1
iso vlv cmd,eq hot water systems blr | unit on | kind binary,priLeavingIsoValve,twrIsoValve,1
min ht vol sp,eq flr north east vav c4 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr north east vav c3 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr north east vav c2 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr north east vav c1 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr east vav e3 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr east vav e2 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr center vav w9 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
max cl vol sp,eq flr east vav e3 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr east vav e2 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
max cl vol sp,eq flr center vav w9 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
inlet dmp cmd,eq receptionist ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq reception ahu vav | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq private office dfo ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq private office ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq private office adms ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
min oa setpt,eq ejbfc v ahu cafe | unit cfm | kind analog,outsideFlowMinSp,outsideDamperMinSp,1
min oa setpoint,eq s | unit cfm | kind analog,minOutsideFlow,minOutsideDamperMinSp,1
min oa flow,eq mnb pahu b | unit cfm | kind analog,outsideFlowMinSp,minOutsideFlow,1
min oa dmp pos sp,eq ahu w | unit percent | kind analog,minOutsideDamper,minOutsideFaceDamper,1
min oa dmp pos sp,eq ahu a | unit percent | kind analog,minOutsideDamper,minOutsideFaceDamper,1
min oa damper cmd,eq cau g h logic h fans | unit percent | kind analog,outsideDamper,minOutsideDamper,1
min ht vol sp,eq flr north east vav c8 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr north east vav c7 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr north east vav c6 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
min ht vol sp,eq flr north east vav c5 | unit cfm | kind analog,dischargeFlowHeatSp,dischargeFlowHeatMinSp,1
max cl vol sp,eq flr center vav w3 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
inlet dmp cmd,eq bs team room ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq break room ahu vav | unit percent | kind analog,intakeDamper,dischargeDamper,1
hxhwr tmp,eq annex hw plant io | unit degf | kind analog,priEnteringTemp,secEnteringTemp,1
hx vlv cmd,eq zfb generator hx hx | unit percent | kind analog,heatingValve,priValve,1
moad o,eq ahu md a | unit percent | kind analog,outsideDamper,minOutsideDamper,1
min sa st prs sp,eq ahu wb logic | unit inwc | kind analog,dischargePressureMinSp,dischargeFlowMinSp,1
min sa st prs sp,eq ac s ps | unit inwc | kind analog,dischargePressureMinSp,dischargeFlowMinSp,1
min oad,eq mnb pahu c | unit percent | kind analog,outsideDamperMinSp,minOutsideDamper,1
min oad,eq mnb pahu b | unit percent | kind analog,outsideDamperMinSp,minOutsideDamper,1
min oad,eq mnb pahu a | unit percent | kind analog,outsideDamperMinSp,minOutsideDamper,1
min oa sp,eq mnb ahc c | unit cfm | kind analog,outsideFlowMinSp,minOutsideDamperMinSp,1
inlet dmp cmd,eq war room ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq video tele ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq vavrh | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq trade team ahu vav | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq toliets ahu vav | unit percent | kind analog,intakeDamper,dischargeDamper,1
hx chws temp,eq mnb chiller system | unit degf | kind analog,evapLeavingTemp,secLeavingTemp,1
hx chwr temp,eq mnb chiller system | unit degf | kind analog,evapEnteringTemp,secEnteringTemp,1
hws tmp sp,eq flr bn hw sys | unit degf | kind analog,priLeavingTempSp,secLeavingTempSp,1
hws temp,eq level ahu g3 | unit degf | kind analog,heatingCoilEnteringTemp,secLeavingTemp,1
hws t,eq ch hxp | unit degf | kind analog,priEnteringTemp,secLeavingTemp,1
hwr tmp,eq ahub | unit degf | kind analog,priEnteringTemp,secEnteringTemp,1
hwr temp,eq level ahu g3 | unit degf | kind analog,heatingCoilLeavingTemp,secEnteringTemp,1
nci max flow,eq ncfb a fourth floor a | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
inlet dmp cmd,eq private office adfo ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq private office adbs ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq office ahu vav | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq ms team room ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq mens locker rm a ahu vav | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq elevator lobby ahu vav | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq dfo conference ahu fpb | unit percent | kind analog,intakeDamper,dischargeDamper,1
inlet dmp cmd,eq bs team room ahu vav | unit percent | kind analog,intakeDamper,dischargeDamper,1
hwp sts,unit on | kind binary,priPumpStatus,secPumpStatus,1
hwp sts,unit off | kind binary,priPumpStatus,secPumpStatus,1
hwp sts,eq boiler system | unit on | kind binary,priPumpStatus,secPumpStatus,1
hwp sts,eq ahu | unit off | kind binary,heatingCoilPumpStatus,secPumpStatus,1
hwp cmd,unit on | kind binary,priPump,secPump,1
hwp cmd,unit off | kind binary,priPump,secPump,1
hwp cmd,eq boiler system | unit off | kind binary,priPump,secPump,1
hwp cmd,eq ahu | unit off | kind binary,heatingCoilPump,secPump,1
hw vlv sig,eq ahu w | unit percent | kind analog,heatingValve,heatingValveFb,1
hw vlv sig,eq ahu cr | unit percent | kind analog,heatingValve,heatingValveFb,1
hw vlv pos,eq hhw | unit percent | kind analog,mixingValve,heatingValve,1
hw vlv pos,eq ahu vav fred | unit percent | kind analog,heatingValveFb,heatingValve,1
hx ena,eq hx | unit enable | kind binary,heatingEnable,systemEnable,1
hx ena,eq hx | unit disable | kind binary,heatingEnable,systemEnable,1
hx cws temp,eq mnb chiller system | unit degf | kind analog,condEnteringTemp,priEnteringTemp,1
hx cwr temp,eq mnb chiller system | unit degf | kind analog,condLeavingTemp,priLeavingTemp,1
hw sys ena,eq hw sys | unit enabled | kind binary,boiler,systemEnable,1
hw sys ena,eq flr bn hw sys | unit on | kind binary,heatingEnable,systemEnable,1
hw s tmp,unit degf | kind analog,priLeavingTemp,secLeavingTemp,1
hw return temp,eq general | unit degf | kind analog,secEnteringTemp,heatingCoilEnteringTemp,1
hw r tmp,unit degf | kind analog,priEnteringTemp,secEnteringTemp,1
hw pump sts,eq zfb cw hw pumps vlvs hw system | unit on | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pump sts,eq zfb cw hw pumps vlvs hw system | unit off | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pump cmd,eq zfb cw hw pumps vlvs hw system | unit on | kind binary,secPump,heatingCoilPump,1
hw pump cmd,eq zfb cw hw pumps vlvs hw system | unit off | kind binary,secPump,heatingCoilPump,1
hw pmp sts,eq secondary hw loop hhwp m2 | unit on | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pmp sts,eq secondary hw loop hhwp m1 | unit off | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pmp sts,eq secondary hw loop hhwp c2 | unit on | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pmp sts,eq hws | unit stopped | kind binary,secPumpStatus,heatingCoilPumpStatus,1
nci max flow,eq ncfb c public level c pl i5 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
nci max flow,eq ncfb c ninth floor c c5 | unit cfm | kind analog,dischargeFlowMaxSp,dischargeFlowCoolMaxSp,1
hwr t,eq ch hxp | unit degf | kind analog,priLeavingTemp,secEnteringTemp,1
hw pmp sts,eq hws | unit running | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pmp sts,eq hws b1 | unit running | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pmp sts,eq hw sys | unit on | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pmp sts,eq hw sys | unit off | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pmp sts,eq flr bn hw sys | unit off | kind binary,secPumpStatus,heatingCoilPumpStatus,1
hw pmp cmd,eq secondary hw loop hhwp m2 | unit on | kind binary,secPump,heatingCoilPump,1
hw pmp cmd,eq secondary hw loop hhwp m1 | unit off | kind binary,secPump,heatingCoilPump,1
hw pmp cmd,eq secondary hw loop hhwp c2 | unit on | kind binary,secPump,heatingCoilPump,1
hw pmp cmd,eq secondary hw loop hhwp c1 | unit off | kind binary,secPump,heatingCoilPump,1
hw pmp cmd,eq hws | unit on | kind binary,secPump,heatingCoilPump,1
nvo drv speed,eq hvac sfan | unit percent | kind analog,dischargeFanSpeedFb,secPumpSpeed,1
nvo drv speed,eq clg twr fan vfd | unit percent | kind analog,twrFanSpeed,secPumpSpeed,1
nvo drv pwr,eq clg twr fan vfd | unit kw | kind analog,twrFanPowerReal,secPumpPowerReal,1
nvo drv curnt,eq clg twr fan vfd | unit amps | kind analog,twrFanCurrent,secPumpCurrent,1
nvi ref pcnt vfd speed stpt,eq clg twr fan vfd | unit percent | kind analog,twrFanSpeedSp,secPumpSpeedSp,1
hw vlv pos,eq ahu vav fd | unit percent | kind analog,heatingValveFb,heatingValve,1
hw fl,unit galmin | kind analog,priLeavingFlow,secEnteringFlow,1
hw dp sp,unit psi | kind analog,priPressureDeltaSp,secPressureDeltaSp,1
hw dp,unit psi | kind analog,priPressureDelta,secPressureDelta,1
hw dp,eq mcs central plant | unit psi | kind analog,secPressureDeltaSp,secPressureDelta,1
hw byp vlv cmd,eq mechanical hw | unit percent | kind analog,bypassValve,secBypassValve,1
oa dmp pos,eq level ahu g1 | unit percent | kind analog,outsideDamperFb,outsideDamper,1
oa dmp pos,eq ahu a | unit percent | kind analog,outsideDamperFb,outsideDamper,1
oa damper status,eq general | unit closed | kind binary,outsideDamperFb,outsideIsoDamperFb,1
oa damper pos,eq ncfb c ninth floor c roof ac c | unit open | kind binary,dischargeDamper,outsideDamperFb,1
oa damper pos,eq ncfb b public level b pl ac | unit percent | kind analog,dischargeDamper,outsideDamperFb,1
oa damper pos,eq ncfb b public level b pl ac rf | unit percent | kind analog,dischargeDamper,outsideDamperFb,1
oa damper pos,eq ncfb b ninth floor b roof ac b | unit open | kind binary,dischargeDamper,outsideDamperFb,1
oa damper pos,eq ncfb a ninth floor a roof ac a | unit open | kind binary,dischargeDamper,outsideDamperFb,1
oa cfm,eq a | unit cfm | kind analog,dischargeFlow,outsideFlow,1
oa byp dmp cmd,eq ahu c2 | unit closed | kind binary,outsideIsoDamper,bypassDamper,1
nvo output hz,eq clg twr fan vfd | unit hz | kind analog,twrFanFrequency,secPumpFrequency,1
htg stg cmd,eq vav s outputs | unit off | kind binary,reHeatingStage,heatingStage,1
htg status,eq ahu wb up | unit enabled | kind analog,heatingStageStatus,heatingStatus,1
htg sp,eq hp plant | unit degf | kind analog,secLeavingTempSp,occupiedHeatSp,1
htg sp,eq ahu mb a | unit degc | kind analog,dischargeTempHeatSp,occupiedHeatSp,1
htg sp,eq ahu ma a | unit degc | kind analog,dischargeTempHeatSp,occupiedHeatSp,1
htg sp,eq ahu b a | unit degc | kind analog,dischargeTempHeatSp,occupiedHeatSp,1
htg sp,eq ahu a a | unit degc | kind analog,dischargeTempHeatSp,occupiedHeatSp,1
htg flow min,eq fvav | unit cfm | kind analog,dischargeFlowCoolMinSp,dischargeFlowHeatMinSp,1
htg dmd,eq air handling systems | unit on | kind binary,heatingDemand,zoneHeatingDemand,1
htg cmd,eq unt | unit percent | kind analog,heatingValve,heatingStage,1
oa dpr sts,eq prettyman ahuc io | unit percent | kind analog,outsideDamperFb,outsideDamperStatus,1
oa dpr pos,eq wf ahu k | unit percent | kind analog,outsideDamperSp,outsideDamper,1
oa dpr pos,eq wf ahu a | unit percent | kind analog,outsideDamperSp,outsideDamper,1
oa dmp pos,eq level ahu g3 | unit percent | kind analog,outsideDamperFb,outsideDamper,1
oa dmp pos,eq level ahu g2 | unit percent | kind analog,outsideDamperFb,outsideDamper,1
hw pmp cmd,eq hws | unit off | kind binary,secPump,heatingCoilPump,1
hr pump status,eq ncfb b ninth floor exhaust to oa energy recovery system | unit on | kind binary,reclaimPumpStatus,pumpStatus,1
hr pump status,eq ncfb a ninth floor exhaust to oa energy recovery system | unit on | kind binary,reclaimPumpStatus,pumpStatus,1
heat cool,eq t us acbb | unit heat | kind binary,heatingEnable,hvacMode,1
occ clg sp,eq flr e terms ft e3 | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,1
occ clg sp,eq flr e terms ft e1 | unit degf | kind analog,zoneTempSp,occupiedCoolSp,1
occ clg sp,eq flr e terms elev lobby | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,1
oara dmp pos,eq ahu west | unit percent | kind analog,reliefDamper,outsideDamper,1
oara dmp pos,eq ahu dmz | unit percent | kind analog,reliefDamper,outsideDamper,1
oaf sts,eq ahu | unit on | kind binary,minOutsideFan,outsideFanStatus,1
oaf cmd,eq ahu | unit off | kind binary,minOutsideFan,outsideFan,1
oaf cmd,eq ahu c | unit off | kind binary,minOutsideFan,outsideFan,1
oaf cmd,eq ahu abe | unit off | kind binary,minOutsideFan,outsideFan,1
oad o,eq chiller eru | unit percent | kind analog,outsideDamperFb,outsideDamper,1
oa tmp ena sp,eq hot water systems hws | unit degf | kind analog,systemEnableSp,econEnableSp,1
oa enable,eq snow melt north entry logic | unit degf | kind analog,systemEnableSp,econEnableSp,1
htg tmp sp,eq us bsmt ahu usms ahu | unit degf | kind analog,dischargeTempHeatSp,heatSp,1
occ cmd,eq mechanical sc | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical sb | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical sa | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical cr | unit unoccupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical b | unit unoccupied | kind analog,occupancyModeOvr,occupancyMode,1
occ clg sp,eq flr e terms ft e9 | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,1
occ clg sp,eq flr e terms ft e8 | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,1
occ clg sp,eq flr e terms ft e7 | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,1
occ clg sp,eq flr e terms ft e6 | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,1
occ clg sp,eq flr e terms ft e5 | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,1
occ clg sp,eq flr e terms ft e4 | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,1
heat cool,eq t us acbb a acbb | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq t us acbb a acbb | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq t us acb a | unit heat | kind binary,heatingEnable,hvacMode,1
htg air flow,eq cau g h logic h fans | unit cfm | kind analog,dischargeFlow,hotDeckDischargeFlow,1
hr pump status,eq ncfb c ninth floor exhaust to oa energy recovery system | unit on | kind binary,reclaimPumpStatus,pumpStatus,1
heat cool,eq ahu vav fred | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav frd | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav frd w2 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav frd sw | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav frd sw | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav frd s4 | unit heat | kind binary,heatingEnable,hvacMode,1
occ cmd sts,eq flr e terms ft e2 | unit occupied | kind analog,occupancyMode,occupancyStatus,1
occ cmd sts,eq flr e terms elev lobby | unit occupied | kind analog,occupancyMode,occupancyStatus,1
occ cmd,eq mechanical sk | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical sja | unit unoccupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical sj | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical sh | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical sg | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical sf | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical se | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
occ cmd,eq mechanical sd | unit occupied | kind analog,occupancyModeOvr,occupancyMode,1
heat cool,eq ahu vav frd e2 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd w7 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd w6 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd w6 | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd w5 | unit cool | kind binary,heatingEnable,hvacMode,1
occ status,eq fc us fcu b | unit unoccupied | kind binary,occupancySensor,occupancyMode,1
occ heat setpt,eq ncfb b second floor b i5 | unit degf | kind analog,zoneHeatSp,occupiedHeatSp,1
occ cool setpt,eq ncfb b second floor b i5 | unit degf | kind analog,zoneCoolSp,occupiedCoolSp,1
occ cmd sts,eq flr e terms ft e9 | unit occupied | kind analog,occupancyMode,occupancyStatus,1
occ cmd sts,eq flr e terms ft e8 | unit occupied | kind analog,occupancyMode,occupancyStatus,1
occ cmd sts,eq flr e terms ft e7 | unit occupied | kind analog,occupancyMode,occupancyStatus,1
occ cmd sts,eq flr e terms ft e6 | unit occupied | kind analog,occupancyMode,occupancyStatus,1
occ cmd sts,eq flr e terms ft e5 | unit occupied | kind analog,occupancyMode,occupancyStatus,1
occ cmd sts,eq flr e terms ft e4 | unit occupied | kind analog,occupancyMode,occupancyStatus,1
occ cmd sts,eq flr e terms ft e3 | unit occupied | kind analog,occupancyMode,occupancyStatus,1
heat cool,eq q2 ahu | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd s | unit cool | kind binary,heatingEnable,hvacMode,1
out,eq ahu p oa flow spt | unit cfm | kind analog,outsideFlow,zoneTemp,1
out,eq ahu p oa dpr pos | unit percent | kind analog,outsideDamperFb,zoneTemp,1
out,eq ahu p minoa dmp o | unit percent | kind analog,minOutsideDamperFb,zoneTemp,1
out,eq ahu p min oa flw | unit cfm | kind analog,minOutsideFlow,zoneTemp,1
out,eq ahu p ma tmp sp | unit degf | kind analog,mixedTempSp,zoneTemp,1
out,eq ahu p econ dpr pos | unit percent | kind analog,outsideDamperFb,zoneTemp,1
out,eq ahu ma tmp | unit degf | kind analog,mixedTemp,zoneTemp,1
out,eq ahu ma dmp min cmd | unit percent | kind analog,outsideDamper,zoneTemp,1
out,eq ahu hc vlv cmd | unit percent | kind analog,heatingValve,zoneTemp,1
out,eq ahu cc vlv cmd | unit percent | kind analog,coolingValve,zoneTemp,1
occupied cool spt,eq vav cs monitor | unit degf | kind analog,unoccupiedCoolSp,occupiedCoolSp,1
occ sts,eq unt | unit on | kind binary,occupancySensor,occupancyMode,1
heat cool,eq ahu vav frd nw | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav frd n6 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav frd n | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd e6 | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd e5 | unit cool | kind binary,heatingEnable,hvacMode,1
out,eq cooling damper | unit percent | kind analog,damper,zoneTemp,1
out,eq chw vlv postion | unit percent | kind analog,coolingValve,zoneTemp,1
out,eq ahu sf sts | unit on | kind binary,dischargeFanStatus,zoneTemp,1
out,eq ahu sf cmd | unit on | kind binary,dischargeFan,zoneTemp,1
out,eq ahu sa tmp | unit degf | kind analog,dischargeTemp,zoneTemp,1
out,eq ahu rm tmp sp | unit degf | kind analog,zoneTempSp,zoneTemp,1
out,eq ahu ra tmp | unit degf | kind analog,returnTemp,zoneTemp,1
out,eq ahu p sf ena | unit off | kind binary,dischargeFan,zoneTemp,1
out,eq ahu p sa st prs spt | unit inwc | kind analog,dischargePressureSp,zoneTemp,1
out,eq ahu p sa flow | unit cfm | kind analog,dischargeFlow,zoneTemp,1
out,eq ahu p rm hum spt | unit percentrh | kind analog,returnHumiditySp,zoneTemp,1
heat cool,eq ahu vav fd w0 | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd s4 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd s4 | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu fcu e | unit cool | kind binary,heatingEnable,hvacMode,1
out,eq doas ht rec wh sts | unit stopped | kind binary,energyRecoveryMode,zoneTemp,1
out,eq doas ef sts | unit running | kind binary,exhaustFanStatus,zoneTemp,1
out,eq doas ef spd | unit percent | kind analog,exhaustFanSpeed,zoneTemp,1
out,eq doas ea rel hum | unit percent | kind analog,exhaustHumidity,zoneTemp,1
out,eq doas ea enth | unit btu | kind analog,exhaustEnthalpy,zoneTemp,1
out,eq doas cc vlv cmd | unit percent | kind analog,coolingValve,zoneTemp,1
out,eq doas active static sp | unit inwc | kind analog,dischargePressureSp,zoneTemp,1
out,eq cp a nvo chw supply temp | unit degf | kind analog,secLeavingTemp,zoneTemp,1
out,eq cp a nvo chw return temp | unit degf | kind analog,secEnteringTemp,zoneTemp,1
heat cool,eq ahu vav fd n8 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd n7 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd n6 | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd n5 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd n2 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd n | unit heat | kind binary,heatingEnable,hvacMode,1
hct,eq air handling systems mau p | unit degf | kind analog,heatingCoilLeavingTemp,heatingCoilDischargeTemp,1
out,eq e ct spd | unit percent | kind analog,twrFanSpeed,zoneTemp,1
out,eq e ct iso vlv | unit percent | kind analog,twrIsoValve,zoneTemp,1
out,eq e chw dp penthouse | unit psi | kind analog,evapPressureDelta,zoneTemp,1
out,eq doas static sp max | unit inwc | kind analog,dischargePressureMaxSp,zoneTemp,1
out,eq doas sf spd | unit percent | kind analog,dischargeFanSpeed,zoneTemp,1
out,eq doas sf cmd | unit start | kind binary,dischargeFan,zoneTemp,1
out,eq doas ph tmp sp | unit degf | kind analog,preHeatingCoilDischargeTempSp,zoneTemp,1
out,eq doas occ cmd | unit occ | kind binary,occupancyMode,zoneTemp,1
out,eq doas oa enth | unit btu | kind analog,outsideEnthalpy,zoneTemp,1
heat cool,eq ahu vav fd e2 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd b1 | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav fd a2 | unit cool | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav cafe in | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu vav cafe ex | unit heat | kind binary,heatingEnable,hvacMode,1
heat cool,eq ahu fcu ne | unit heat | kind binary,heatingEnable,hvacMode,1
fan status,eq vav monitor | unit off | kind binary,dischargeFan,dischargeFanStatus,1
fan status,eq sp | unit inactive | kind binary,exhaustFan,dischargeFanStatus,1
fan status,eq hwp sp sp ef sp | unit inactive | kind binary,exhaustFan,dischargeFanStatus,1
fan status,eq hwp sp sp ef sp | unit active | kind binary,exhaustFan,dischargeFanStatus,1
fan status,eq hwp sp sp ef ef | unit active | kind binary,exhaustFanStatus,dischargeFanStatus,1
fan status,eq hwp sp erv sp | unit inactive | kind binary,exhaustFan,dischargeFanStatus,1
fan status,eq hwp sp ef ef sp | unit inactive | kind binary,exhaustFan,dischargeFanStatus,1
fan status,eq hwp sp ef ef ef | unit inactive | kind binary,exhaustFanStatus,dischargeFanStatus,1
